Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,G17,G14,N15,A1,E15,E12,G10,M6,G17,M18,K15,F15,G16,H3,P28,H15,H15,M17,A1,O20,D23,C3,G13,C2,G16,N29,D15,K14,M11,J13,M12,L14,I6,G25,C22,F17,O20,O17,I15,J15,N13,F11,O27,F8,F4,E12,O1,K14,G17,K5,P30,E12,E7,P1,O15,P30,N22,P1,K21,C17,C7,N14,M10,C5,H3,H20,D11,C10,P1,H14,C11,H17,J16,N9,G12,O20,C11,G20,M20,P1,G8,G18,O3,M15,M12,K15,G13,E10,C4,M19,L23,P1,M16,C14,M19,J14,F15,M7,P16,H20
LAVENDER,O28,A1,E21,F5,M17,E15,G16,M22,H14,M20,K15,C15,L22,G14,G17,G15,N12,N11,P29,M15,O28,E16,F5,C14,K20,L18,L22,N9,L13,P1,E25,L15,C7,J14,H12,D14,K13,A1,G16,O5,O30,O28,H16,O16,F9,C10,O30,C13,O17,N5,M15,C11,K17,C18,P1,F10,O5,F25,J16,K15,A1,B8,L17,H20,L13,G15,G8,O20,O8,C3,O27,F4,E16,O27,F3,L19,M15,K14,C29,N28,J13,E14,A9,N15,F1,M27,A1,P19,L15,K21,F15,K10,E16,A1,G14,E12,D15,E12,O28,K18
POPPY,I15,C18,M16,G2,H15,I22,E25,O29,P30,M15,F2,P30,B3,H12,O18,C24,O12,H3,P15,E12,M16,K7,M24,G15,J19,K15,G3,F16,D18,H19,C16,O25,H7,H12,O17,P23,M13,O12,N12,M16,H15,J19,J15,G17,O29,C17,C5,G14,O9,F13,E4,F18,P1,N13,M12,O28,P1,K17,A1,M19,G18,N24,M12,N15,O29,H16,G11,D12,J19,K12,A1,D14,C8,G14,C12,K8,D3,O17,N19,L14,E8,K23,G5,H16,E8,E15,O15,O29,G10,D8,P1,H16,K17,M12,G15,F12,E18,K21,J15,P28
WHEAT,O28,C12,O14,K15,L20,E12,H20,F15,I15,K15,P29,N15,F18,H14,K11,P21,K15,O30,E18,I25,G15,O1,A1,M15,O15,M12,N14,O11,A12,C11,M15,M13,F21,F9,N1,M15,D6,D20,D13,P2,O29,O29,K14,O16,M16,G19,O13,F22,N23,O19,K14,G15,O17,E12,F16,J14,A3,K12,M12,H1,G15,M20,D9,F17,F29,D15,E14,M15,O2,K6,C13,N14,B1,G25,A20,L9,O24,N18,G15,G16,D19,O11,E19,E27,L17,P1,K6,G12,L16,K13,O16,D15,G12,K5,D10,I16,M19,M15,F19,M12
CARNATION,M10,L20,C20,J13,M14,P29,O2,J15,M20,M15,J13,N9,L16,I13,J22,F18,E13,O14,F15,C13,K15,E12,G3,P21,F6,H19,O16,H15,N21,G5,K12,C1,G10,M14,D21,J11,E12,E12,O20,C9,I11,K17,E5,E19,N19,E18,K15,P18,G27,G16,O20,K13,C2,L11,L20,F13,E3,M15,M29,N11,M15,J12,O11,O20,G15,C18,M17,E13,C14,E22,O14,N17,N18,G3,F6,F12,E25,J5,I17,I10,E17,D20,G11,M15,K18,J15,M14,N7,G16,D12,G12,N14,C15,O18,G15,L16,O25,H19,K11,G17
CORAL,K12,K25,G20,G17,K20,M12,H17,G20,H6,L15,O25,O24,D6,E21,J16,O29,O29,O27,E24,E12,E16,D4,E5,O27,C19,K29,N1,E16,J12,K14,K16,F1,E12,L11,K7,E8,O12,M3,J10,C10,O20,M22,D24,J14,N15,G14,K21,N14,M8,L17,G15,K16,G20,G19,P1,M16,L19,K15,P28,P1,E13,K16,C17,J17,J13,M13,L15,N14,C5,G16,C29,N14,O17,P1,C25,H13,E5,D20,O30,D19,H4,N15,J17,F19,J19,H10,M16,H10,B7,O7,P20,A18,O12,J18,C1,L18,M16,N28,J15,O13
MINT,M14,G15,N12,K10,O19,O17,O3,E12,G21,E12,C20,L9,N16,F17,P20,F3,L16,J20,G9,A30,E15,G17,H18,C12,K14,G8,G19,A15,A17,K26,O13,O3,L13,K10,J18,H10,N12,O17,I17,F3,G7,O14,N13,N19,N20,K25,N10,N20,K16,G17,N15,D15,M14,C18,P30,J15,L25,C12,H15,H15,M8,M17,C7,G12,P12,K16,F6,H17,O28,O20,M17,D4,B12,M11,O14,G14,M17,O11,E21,O8,N8,H14,F14,D10,E12,P1,K15,M16,H15,E8,O22,B2,O22,M11,M6,C6,J16,G20,M12,D3
WOOD,O23,O2,K16,D4,K19,H16,E27,G14,G12,B10,K16,K7,M15,K11,F6,L8,I11,B3,P29,D12,N10,M15,E21,E3,P21,M11,G9,O29,L18,F15,G26,K15,M12,G10,N16,H14,O20,G15,A1,E21,A1,K15,F12,G15,I14,F28,H16,I12,H10,M12,D5,J24,L21,L14,K16,C19,G15,C2,M14,O29,A1,G24,F4,H12,M12,O24,J18,G11,N22,F15,E15,N23,O21,H16,E2,O25,I17,P30,O25,F10,H13,C3,G9,H15,P29,G16,G5,C11,G15,C13,K5,C19,H5,D15,J20,B25,O18,L18,L16,E28
HURRICANE,D14,D3,C4,B1,H17,G21,I13,J18,J15,D7,E20,P1,F11,B19,D14,K15,M20,K21,I16,G12,K19,N15,F12,G18,B15,P29,P15,J2,E17,K20,E12,M27,O29,K18,M15,M13,A29,P30,F2,M11,E12,G16,E16,A7,F3,M3,L20,H17,P30,P28,M18,P1,M17,O11,G19,P1,G15,G14,O20,I14,M17,E17,M16,E6,P30,H26,O29,E18,O13,P29,O29,F27,M13,I16,O15,C20,K16,M15,F7,O27,F21,G13,M15,E8,L16,N19,N17,K17,O28,J10,D15,K21,B12,O27,M14,G18,L20,L16,N23,C19
SKIN,K10,M4,K6,L14,J3,I10,L25,M11,C19,D4,M28,L17,C10,G19,C12,J18,K13,A1,O14,F6,G6,G2,E12,P29,N16,J18,C4,P2,D24,G18,J15,P29,H1,H15,K10,J18,M11,P16,N19,F13,F5,N5,I18,J17,N4,L15,O12,E3,L15,P1,L20,K11,N7,N7,H16,H7,O14,G16,P29,M11,D14,F3,E12,N9,F7,I18,K12,J16,E5,P1,M20,M14,M19,L19,I11,L20,N15,H21,I18,O24,O27,K13,D10,A1,H15,M13,G9,G16,C6,G12,J20,N11,P29,F7,D10,C21,E19,O28,J15,O14
FIRE,E16,O2,F18,K17,K8,O15,O10,M27,D15,G9,F14,D19,J14,G15,M1,F28,G16,H16,C21,O7,B14,N13,E5,B3,F7,P2,N17,L15,B6,H16,I12,G15,A1,H18,A1,B2,L29,J11,E21,A1,H12,O19,P29,O22,G17,P28,N20,A1,D17,J14,E4,N1,F19,E13,D8,K23,L15,F26,H25,N8,H16,I15,K7,I18,O17,M26,J20,N26,M17,F15,J15,N17,M16,K18,O14,M15,P30,O3,K12,M14,N24,N7,H7,O28,F6,C9,O28,L19,N11,O15,C24,F16,J18,J18,K18,F14,C11,J20,O13,P30
SAND,H16,J18,M6,K20,J10,N9,M13,G13,O21,E12,B6,G29,K17,P29,K19,I15,M18,C9,M9,F2,G12,C25,C5,O6,I12,D15,G12,H16,E16,N9,K15,O24,K19,M20,O3,E8,O17,F6,J15,E20,I8,K22,H17,A2,A1,J15,K6,K20,J15,P19,M10,I14,M15,G13,E16,O28,C2,N17,H9,H3,N19,D11,M15,J15,D12,F13,J15,M22,N12,K7,N9,J15,K5,J16,D5,J14,J17,M16,N10,L18,G3,P1,O29,K20,K15,O15,L16,G14,D12,O21,L3,D18,G16,C10,I13,E20,J17,M18,I19,I9
SEA,L16,G20,B2,C20,P8,G17,E12,J4,D16,N16,N12,G15,C27,C10,M12,O12,J27,P1,G14,M23,F15,D18,N19,M12,F15,N28,G14,G26,J17,N14,M15,J19,G15,J14,I18,O28,O19,D17,O25,F16,L16,F15,J25,N21,P29,I9,P30,O10,D15,E29,H14,K18,N29,O18,G15,K5,O9,L18,N21,N15,O24,J16,G15,C13,K20,M11,N23,H15,K15,K19,B10,P29,N18,P2,F12,C16,H15,D18,P1,E19,H17,E10,M10,F5,C7,J17,E21,O9,F4,O25,D10,H13,G8,O30,M12,P16,I9,P1,G14,O4
MUD,N23,N17,I12,K16,M10,E28,I20,O30,D16,M15,G15,J17,A2,N17,E12,F22,O16,F3,K15,M7,N24,F12,K11,O16,O26,L14,J15,G17,G15,O9,C12,M20,O3,G14,H16,P30,G10,O16,H16,M16,G14,G10,O29,C12,B7,C23,K10,O26,M15,D22,E15,M19,J13,G10,F2,D19,H15,H19,H5,N10,G8,O18,M17,O24,G12,K7,L13,I15,F16,H3,N11,K13,L17,G2,H15,J11,H18,E23,D2,O29,E10,K24,N19,M16,P30,O20,N7,O11,N27,D10,M20,M29,C27,J15,L18,G7,J1,M15,L15,P29
GRASS,O23,H3,M17,P29,G19,K15,F18,P29,H11,B14,N17,J15,E12,O29,O30,G15,G15,J14,F15,G16,G7,D13,E18,N12,D14,M13,F28,I10,M11,K18,O3,L16,P12,M20,N19,E15,A2,L19,E12,C8,K18,G15,O10,D15,H17,M12,J15,E25,C12,F20,F20,G17,K14,E20,I8,N27,M2,M22,N20,H17,O17,K13,K20,E16,E29,P1,P1,L17,P1,J13,K10,K12,L12,K21,G20,H18,A23,K7,B27,F15,G20,K20,J15,N21,M15,P27,C13,K16,O19,P29,K20,E12,G15,D5,K19,G28,J18,K15,O25,I19
POND,H15,D16,C24,G9,G21,D18,H27,C5,D9,O26,O10,P23,G12,J21,P29,I13,G25,J14,M17,E12,P29,O12,J20,F7,J21,A30,G3,G25,A1,G15,G16,C15,O29,P30,P1,L8,B26,A25,C1,M17,O28,J10,L12,E1,M17,M5,F8,M20,P1,L17,J13,N15,F15,G19,O28,O9,L16,M20,H13,G17,O20,A14,M12,K16,C2,O15,N18,L17,D25,K11,M12,P30,L15,N20,D16,E21,M15,K15,C4,K7,O13,N26,H19,N3,L15,I25,H17,G18,K3,F12,A1,I12,N13,A1,C29,O20,C28,M4,G14,E17
SUNRISE,M14,K15,E21,K14,E26,M16,C10,M5,F14,E30,H5,G24,N12,C29,O26,N29,M13,F11,H12,N7,C3,J25,N15,N12,F13,M17,M15,K20,L18,P20,N10,A2,C3,L18,H22,E16,N17,O15,P1,O15,K6,C13,F25,F15,B15,O15,O1,F19,D5,B10,M12,D6,G5,C11,G17,G7,H20,M17,P23,K9,N28,B25,M12,C20,L14,G1,H18,I28,H8,E17,E11,C2,E25,P25,H12,O24,P1,G15,J19,N6,H6,N21,P1,N23,K20,M16,H8,I7,G8,O20,O18,G19,M15,P29,O9,P1,C16,G19,G13,F8
MOSS,E12,E20,E28,D25,G15,C8,B3,N7,P23,H18,N23,G15,M10,M13,O28,O2,P15,J16,N21,F7,D23,H3,O23,O15,K14,L12,E20,M16,F15,N16,O20,O10,K10,J16,G6,N20,C9,C11,G7,P1,P15,L13,K3,O2,N22,O12,L15,D1,C15,H18,N20,B6,M16,M12,P9,J15,P29,G5,F10,N10,N14,O4,E23,E25,C17,M6,K11,D27,K7,O26,K7,E13,H13,C21,G19,M10,M27,G14,O23,H19,G15,B2,N8,E27,E17,F22,C14,N17,O18,D16,F12,L10,K20,K17,M21,E6,G19,F15,G24,J11
SKY,G3,C13,L15,P30,H7,L15,N15,O29,C14,P9,E20,M21,J17,G19,O10,M10,A1,K10,G16,N10,C19,K17,F12,J18,D11,G7,K14,N7,C9,E9,K24,E16,J3,O2,D9,P1,E3,C2,K15,G14,O29,O16,A1,J19,O20,G17,K13,O28,O25,G15,P29,E12,L12,F12,J15,E12,M20,O7,H17,E21,A1,O28,H15,O16,H15,N23,M19,J18,M22,G18,E24,H16,C27,K14,M10,O2,B2,O29,O20,F5,K16,P2,G17,N13,K18,G5,I12,A20,I15,E28,J11,L15,C23,B2,M12,E11,O3,E17,K15,M10
THUNDERBOLT,O22,F2,N11,H18,P18,G14,L24,P23,K18,O16,E13,N7,L16,M19,O23,N12,K14,O30,G11,C17,L20,O24,H15,N22,K10,L7,G15,K7,J17,K26,J14,C15,O1,K20,C5,L16,J15,G2,C5,F18,M15,N12,G30,O16,G12,G16,E12,J23,C1,K20,K13,J20,H16,E20,E16,F18,O28,G16,K14,D19,N4,N11,C15,F10,J19,K14,B3,F17,B4,G12,O28,D10,D12,N7,C7,H4,I7,E20,G10,D29,H15,O30,L17,J15,N25,M16,O20,C16,N16,J6,K8,P29,D30,M14,N15,J15,K20,F4,G21,J15
BLOOD,M10,E12,H15,K16,D14,G18,M10,G17,K13,I19,O2,N5,I12,P19,O1,G13,N14,P30,K19,F16,G26,M16,N13,L17,N20,N25,F15,O24,G25,C7,M15,C14,I2,F15,E24,L15,K21,M11,O10,M3,D3,E18,N3,O2,M26,G8,F18,O15,M16,M23,O21,E12,L9,E12,E3,H16,M15,G2,O12,O19,B2,C5,A1,J19,E4,M10,F2,E12,G25,K15,K25,C4,H16,G14,N5,G15,P26,H18,A1,P20,N14,I10,N8,E12,A10,N5,E16,J1,G20,G3,M11,C11,K23,H7,P15,J18,G16,C15,C12,O28
SUNSET,E19,G17,P21,G25,C20,O19,N22,H4,J18,O29,H4,E20,J10,G17,G14,N2,M18,H21,A1,N14,K14,O28,P1,H7,D16,P23,O29,J17,O27,N8,C28,F16,N13,G1,J17,O29,K18,G28,I15,J12,J16,G17,M7,J16,F24,P2,B14,N5,E8,P29,K17,E11,N9,N21,C25,H15,K16,F11,N20,F20,L19,G15,F23,K8,E1,H15,K6,L17,P2,O22,O28,A1,H13,M1,A1,K20,C25,O23,F12,I15,G19,O29,D8,O15,N15,O24,L15,P29,N28,O13,C10,O14,O3,L20,H19,L5,I18,I11,N15,B14
SHAME,L12,C28,O29,D5,H10,B3,P28,K17,I9,K9,O13,L3,P29,G3,N13,O27,J12,B18,E8,G15,B10,M11,O26,M15,N15,G15,C10,O25,G5,O14,F23,H17,O13,M16,M1,G29,P16,E12,H10,G3,L19,N5,A3,G3,P1,O19,M15,A1,G14,G15,L6,I18,O29,H1,H15,L15,A22,C23,E18,I18,N22,L6,O27,O8,N20,B8,N14,O24,E20,M16,J20,M16,F26,M11,M3,M19,F3,B3,G15,O18,G18,E28,H15,F8,E12,K18,D14,L13,B3,G17,K12,K26,O16,H6,M20,P29,P2,P14,B1,G29
RELAX,P29,O10,O15,I8,H22,C16,A12,K14,O15,G15,M13,L14,L22,M15,M12,H9,O28,K15,H7,H18,F15,E12,C4,L18,I14,N23,K12,G25,O3,O15,B4,M30,O11,F10,F2,E19,M12,H13,P30,G16,O10,J17,F14,N22,P14,F19,P8,M26,K17,K17,J18,D14,K17,K16,N16,N12,C19,L15,G15,G6,K22,C7,L16,E13,E15,M12,G10,C5,F17,E5,C3,C17,P1,E14,L20,P29,M17,E15,I15,M19,C28,C25,F2,J18,G2,C16,K19,G4,J16,G11,O29,I15,K18,L14,M17,L11,G12,J1,O15,P30
ECOLOGY,O28,O20,N18,O24,L4,F13,G5,E12,P15,O29,K19,F11,K10,C18,H16,K9,M12,O16,N10,M17,C14,J6,C14,D14,K3,M19,K16,J13,P29,K18,A1,G15,N5,C5,N1,N12,F3,K14,O28,G20,M30,L12,O13,H10,E10,G2,G22,N8,K25,O2,O22,N11,K2,N3,H18,O27,N17,G14,G21,F10,H11,H10,M14,C25,M3,N22,K15,M18,L19,L17,P20,G11,K4,L16,K3,D5,C15,M3,N23,P30,K25,A1,M21,O19,F11,K9,F17,N9,P2,H14,E11,K14,O2,M18,A7,K17,C19,K20,G16,J13
PEACE,E18,G14,J18,L20,F2,B17,H9,N17,L12,G13,J17,P29,P10,B18,I15,J17,O30,I23,M15,O27,J13,G20,I16,E29,K18,P17,P1,N19,H7,N20,K6,P27,H15,M12,H8,C12,K10,M14,O13,L16,C18,J20,J15,K19,D9,C16,O29,F16,O20,G18,G15,P3,O29,L20,K5,G18,M11,O11,M5,L13,C2,D21,I12,G1,N12,M16,G26,E13,F9,M18,K16,K18,E13,M15,O2,H10,P1,P28,M17,J20,F15,G17,M14,G13,K11,P29,B12,G13,L15,N5,H19,K15,P3,O23,F14,G15,P23,I13,K12,P12
RAGE,F16,M3,H17,F27,M23,G12,M17,M16,O29,H14,G15,J16,J12,K17,E27,L13,P1,K13,I16,N21,K16,K6,H27,L15,M15,G14,G10,O8,E21,O8,G15,O20,O2,P6,H19,F15,D14,I21,H16,I12,N16,J25,G13,E16,M20,O8,C8,C14,F10,J17,P1,H15,K16,C16,I10,H10,N7,N17,N19,L14,C26,M16,G9,G15,G15,M16,H15,D24,G16,J10,K16,H7,K20,O13,O11,I19,M11,C20,J16,N11,G27,D5,K7,N19,O3,E12,G10,P28,O30,L11,F6,H15,D6,N9,M22,G15,I12,A1,K12,N24
DISGUST,E24,M16,I19,G14,E21,H7,E2,A1,O13,H16,G6,N14,A2,P1,H15,G4,H14,M28,F6,N17,N6,M20,M15,M17,H21,J14,E3,M5,J12,O17,N5,K19,O16,P29,G7,L18,K16,G17,O19,P1,K5,J17,G2,N15,N17,P1,H18,M10,K24,M8,G19,E5,F15,O21,K9,E11,K16,N20,K15,N11,B4,F15,O24,J7,K15,G26,P1,E17,E27,K19,H26,M18,K15,E12,O19,M11,K17,F8,K13,G10,M11,K25,G19,C13,C5,H10,O21,H7,O14,G13,C13,F11,J17,H14,H17,G5,G9,K29,P27,K13
HAPINESS,G26,G14,N12,O29,K23,G16,K16,N14,F18,H20,P5,O27,K15,L18,F16,L17,F12,F9,L12,K14,J19,O11,K17,G12,G19,F28,O28,J12,C12,O28,C11,C8,F15,J9,G19,F23,E2,L16,N17,D4,A1,P29,G15,N14,K18,E17,O28,M19,L15,M15,K23,A1,P1,F11,J20,M12,M23,J12,A2,N25,P30,P20,O18,O20,F13,K17,N11,D3,K16,O13,N2,B1,G18,M5,H16,P29,E12,E24,J16,C3,B10,H6,O29,K15,G15,F15,E12,G14,O29,C5,K27,N28,E12,A30,C4,N18,C7,C10,J16,G7
LONELINESS,M11,H12,D12,G20,C21,E11,H13,H14,P14,B5,C10,K19,M17,M15,O1,H9,E2,J13,O18,A1,H16,L17,A1,P1,K26,L22,M10,G17,L21,L13,K5,O15,M11,E13,O17,G15,P29,N5,D12,N11,K27,N27,E22,F15,H8,A11,O29,E16,G5,O9,J14,H16,F27,G15,L27,M12,F16,L18,O30,F12,H17,F25,L18,P29,O20,D19,N24,P28,J8,G15,F13,K15,N12,L15,F12,D7,E20,H18,N29,C1,G18,I18,O14,K14,K18,C5,J17,F24,B1,G23,G18,O21,P1,G25,B10,O27,O30,K15,M16,H17
DANGER,G23,C30,K25,M9,I21,P1,D22,L18,J15,O19,C11,A1,H19,E16,G15,G13,M21,G14,N27,K15,H19,J15,C19,C12,E27,P30,F12,P11,D14,P17,C20,P20,O12,G10,G12,F16,G10,F15,I15,G18,D2,F3,K19,M17,K12,P23,A1,I25,C10,L16,E10,G15,O1,L17,K16,K9,G13,F7,G10,D25,O11,O14,H13,O19,O29,G17,F6,M14,E23,K10,K10,K9,C18,G20,N15,G20,B8,G14,K18,K15,G14,H14,O16,O11,N16,O21,N19,N24,O28,F4,P1,N15,G7,P21,O12,H15,K13,A3,P20,I20
SADNESS,M15,I1,M17,E15,M15,D14,M19,O25,M8,E13,J19,O3,N17,K25,O18,P29,E15,F14,C16,J10,I8,J22,K10,C11,G8,L15,N15,E19,C7,O2,G21,F16,G16,D24,N9,N2,M17,K22,L18,O17,O6,G15,O19,C7,K26,P28,I20,K17,N15,O30,O16,M13,L15,M19,H11,L15,M16,H18,K14,K7,M14,G6,O25,L26,L19,L11,O28,C10,I15,J14,L18,F9,B1,G15,H18,J15,E12,C25,G15,O17,B1,G2,G13,F7,H26,K10,O18,N16,F17,J8,L6,M15,H15,N2,I13,N11,G15,C28,H15,N14
TOXIC,L20,D23,E24,N18,E17,M10,G16,A17,H15,N4,O10,G15,H20,F20,E11,C22,I17,C1,J14,F11,E26,L13,M24,G10,H10,M12,B4,L15,M19,B2,I14,O30,G14,A1,G6,O21,L18,M15,P11,O28,G21,H10,L14,O29,N19,B8,L7,A21,E22,E18,L12,K13,O16,K2,C5,P28,K18,N15,K15,M14,E12,E26,G19,F5,K14,N16,J18,K17,J17,M18,P8,J14,K13,D14,N10,O12,L14,D8,J26,H18,F18,N13,J15,O18,L26,M17,K17,K18,O10,N13,K15,M24,C19,G4,O25,C2,J15,C20,P23,K11
SUMMER,C5,K14,E25,O18,K20,P1,M12,O9,O11,N24,L22,C12,F7,E1,F29,F12,J16,M29,F26,H15,F12,F15,H15,M12,O3,N15,L18,G13,M15,H13,C10,F14,K2,K7,N13,D26,P19,J17,M15,L17,H16,N26,C10,H10,G16,N4,K5,C4,K13,I5,F7,M13,P29,K18,P30,M3,C16,G29,O27,D15,N25,G18,E7,K15,H10,C5,N4,M8,A30,P12,L15,E29,O25,M17,O1,L15,P23,J14,K19,K9,C12,E12,F10,I8,K16,D24,O13,A10,M1,A30,O10,P1,H15,M13,H12,F11,K7,A1,J19,K18
AUTUMN,J15,N1,G24,F13,P3,K19,K12,M16,D26,H15,I15,M15,C19,L19,O10,B4,H18,D22,E20,L17,E24,L16,O9,G21,P29,K16,I15,C9,L14,D10,F10,G15,H6,J20,C4,C7,C10,I15,G11,G19,G3,M19,L8,J10,J16,H10,G11,L16,L15,E10,M16,F3,E13,P29,P2,N20,G10,L25,G19,G4,K11,E16,N18,K14,M26,M14,G7,J15,E12,N7,H24,H18,L17,M13,N15,O19,A1,K15,O26,I16,J13,P23,M12,C5,G19,G9,P2,H10,M14,G12,G10,L5,C11,L14,O1,K20,L17,A1,F18,M3
WINTER,J3,N2,I3,F7,N16,P2,K18,O17,O6,K13,D28,A1,C27,K16,H11,O21,K15,N19,H6,O27,K10,O28,J14,L20,I19,E1,D14,A1,A1,H16,P25,H5,E15,L17,O26,K17,C5,K15,F23,B2,H10,H16,O29,N23,E25,G15,F15,A12,O20,G15,D10,N27,N20,M12,M16,G21,M17,O18,E12,M17,E28,O1,E8,G16,J16,A11,G13,J2,N23,K15,M17,L16,M14,F7,P15,H12,C14,D7,C20,M19,L14,M24,C16,M25,H20,O21,K17,L15,N10,I13,C2,C7,J18,P24,M20,C3,J4,E15,A2,K19
SPRING,M22,M13,H16,G16,F15,L16,C13,E14,G13,E15,M2,N21,E14,L16,C20,L8,F20,H17,O23,O27,M7,E12,P30,C15,C16,F5,F25,H15,O15,N9,O15,L23,E19,M10,A1,G17,J3,K16,F16,N10,G16,F18,M20,H17,L19,J20,G2,P28,L11,E1,O17,O2,N7,K18,A1,K15,E12,M10,K11,M3,P28,C16,B2,K14,H15,G15,O26,D11,D14,L14,L19,E18,K10,F6,O20,G3,O11,E17,F2,H5,K13,B2,G17,C15,G11,G14,C16,G17,E22,M17,K13,O1,O21,J16,E12,C19,N27,N14,P30,P30
HOPE,L15,D7,N7,P1,C3,H15,M26,F7,K2,G25,G18,G16,L4,G18,E20,E13,B1,K16,M19,J13,F10,N19,M17,C15,G15,D5,C14,G6,G12,K21,M14,N22,N11,H17,D4,O27,E7,H20,J15,K15,G3,H15,F6,D4,H9,F10,E7,H9,C7,K15,N14,K16,I11,C23,I25,E27,G17,D17,E13,E20,E10,M12,K10,I15,K14,P10,G7,E21,P10,K8,M15,G17,H17,O19,H5,O28,K21,J17,N21,O29,M5,O26,E10,E12,O21,E4,H21,M14,C16,P28,M16,G18,F13,C3,N22,M6,J15,O9,A1,K15
FEMINISM,M16,F13,J3,H10,I12,F2,O14,M10,L17,N6,F5,P30,J19,L24,M14,A1,C7,H15,P2,A23,F2,K17,M17,F19,E5,L12,K7,H15,K19,O25,O29,O23,H16,B1,H17,C11,N4,P18,N13,E14,F10,O16,J7,G15,P2,O12,G19,G15,M10,B5,P27,C1,K29,G17,P23,G7,G16,K15,H18,J11,O23,K21,G24,I15,J14,K18,G9,O18,K11,E30,N12,G17,M16,L16,E2,E29,L18,L5,G13,G15,B20,I17,E6,O13,M14,M10,D24,D15,N22,C18,O30,O15,G9,B15,C11,N5,C15,H12,J20,K2
SHRECK,J15,J20,J12,P13,N5,K1,A15,M15,N27,O19,N22,B13,P1,O29,H15,E12,J20,E21,H19,G17,F11,E5,I14,N15,N11,D22,A15,K11,K13,L17,O14,M15,H20,A2,F8,H16,D6,G20,F11,K16,J12,C7,A10,E15,P1,O25,E10,N6,C10,G15,O12,D3,K8,E14,K3,K13,D5,K16,E12,D10,H18,J17,H14,H15,P2,M12,J17,P27,D14,K25,C18,C3,M15,K15,O11,L11,G3,E4,D12,C6,C1,O26,G22,C22,J13,E17,M24,O13,G15,E22,L20,L18,L19,E17,N7,E24,P30,O22,J14,O30
TRACTOR,A1,G19,G5,O20,D22,K8,E2,L13,K5,G7,M12,L20,H6,K16,M16,O13,J10,K14,E22,C16,P1,I14,F5,D8,C19,G11,P1,L17,E14,I12,J17,A30,O15,G16,I14,D5,C5,E12,L17,C16,H3,K16,M12,A1,O16,N19,G6,O20,I15,M26,P27,L15,K20,F4,P1,H18,G25,N5,N28,C3,K11,O6,K19,P1,G8,N7,J15,J17,C23,H18,N23,H15,K15,L12,P2,N19,I9,M16,A30,D16,G13,K17,H7,C22,E4,J2,M7,H19,L18,J16,A1,K15,O29,F20,D21,D10,D14,G14,P1,H27
SONIC,J12,J19,E17,G6,K17,G20,F19,A2,E5,O17,D17,G19,E13,O19,O11,E3,I12,N28,O23,M16,C15,P1,M11,M15,O22,O9,O14,F1,L17,C4,K18,O14,J19,O29,K16,G9,H15,K13,N9,N11,C23,N4,D4,E12,O16,N11,H15,L18,M12,G20,O29,M15,C4,J18,E16,E15,O11,J10,C9,J13,B15,K13,C3,J13,L10,M20,C7,G6,C21,P30,N20,O30,C2,M15,J16,C19,C7,G17,F15,L15,N21,B4,P23,G14,C14,J15,O9,P30,O12,E12,P29,N23,K22,O19,H18,L16,C10,D11,F6,K17
PIKACHU,L28,B5,E30,P29,K15,O13,J17,O20,O10,P1,L18,G18,E12,G6,L12,B8,B2,C17,O11,C12,B15,L21,F19,O1,J11,C7,L8,C3,L15,A22,N10,H19,N16,E14,D29,M10,C20,H16,K13,O3,O14,J17,G11,G8,F15,H15,I14,L15,H15,G15,E23,N28,L21,N5,B6,P21,G19,K15,G16,E12,G6,L20,I16,N28,O25,J19,L10,I10,C3,D16,L10,F17,K4,P12,L8,O21,O21,I22,M29,D4,H14,E14,H20,A20,O14,F12,M21,N28,N7,L8,C4,K18,K16,O28,I30,H15,J16,K3,F14,E13
HULK,L27,H14,N14,F19,E2,F3,E25,G15,P27,F13,M13,L27,M12,E12,P2,M11,G13,J19,M16,N15,J23,J19,O21,O27,G18,H16,O20,K17,I20,C8,G20,N20,E9,L21,B21,G14,K17,J19,C5,I12,G11,F16,K8,N13,P25,D25,N21,K19,J7,O18,K12,P29,C6,O17,E18,O15,B5,G16,O23,E14,K3,C17,L19,G29,M15,M3,C2,L8,O20,M18,H11,P28,E19,I6,L13,C10,O18,P4,G16,F21,G13,P9,B4,M14,O21,M23,O26,G12,O17,G15,J18,P10,P29,C15,M17,H5,G26,E19,K10,G19
