Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,G14,F6,K15,O12,E12,E12,F9,G16,J19,E17,E12,H10,J22,F19,H23,I15,J20,E12,H18,G18,G21,I25,F16,E12,G19,J19,H24,G12,L16,H24,J20,G21,I10,E10,E12,M19,E10,E12,F13,D25,I15,K18,L20,D22,F15,J15,G11,K18,I17,L19,F17,E12,K18,L18,E12,G12,G20,D12,G18,E12,F20,E12,E12,F18,J22,G18,F18,E12,E12,K18,G18,L17,G15,E12,E12,K20,F21,J11,E12,K20,C15,G21,D25,E12,E12,F14,F15,E12,K11,G12,E12,J18,G18,K16,E12,E12,G18,D12,E12,E13
LAVENDER,D19,G15,I18,E12,E14,G19,O16,E18,G16,G17,D16,M11,H21,D16,J26,F19,K15,F22,G20,G18,D21,D23,E12,D18,D18,G13,F17,L10,E12,G23,E12,H19,H18,E17,B25,G18,C25,H23,E13,F8,G17,B16,E12,G26,D23,N12,B18,H17,E16,K17,L21,C13,C17,E16,E12,G17,F16,E20,E17,C18,H15,C22,G27,B20,E9,B21,C19,D14,B16,K16,F15,E12,I14,K17,C18,C22,G21,C14,E15,H25,G22,F16,D24,J18,C9,G25,H25,F20,K17,G15,F12,G20,G21,E19,G21,E15,E16,H11,D24,F18
POPPY,E15,D7,F9,A18,M7,D10,D15,B17,F7,F6,F8,F16,G19,H7,E12,E7,F5,G8,F10,D9,K10,D24,F10,B10,F9,F19,E12,F8,G8,K10,B17,H2,B11,H15,C19,E12,D10,K17,I23,K10,I5,E12,E17,J12,G13,F11,F15,K20,D27,F12,F18,E12,K10,E12,G17,D25,E12,F12,C6,F15,N12,A10,F15,F15,C18,A19,K13,E12,G12,A12,C9,F19,D18,G19,E12,F8,L13,E12,F21,D11,E6,B15,D7,F5,G21,F14,F17,E12,E18,F12,E12,F15,H5,J8,C12,E12,F5,D17,D27,F12
WHEAT,F17,D10,G12,F15,E12,F6,F8,F18,F16,E12,F12,G12,F8,F11,F18,H8,F11,G9,F10,G13,G9,F10,K15,F11,F16,D18,G13,G18,E8,I12,G7,E12,E12,D15,F12,G16,G12,K16,E12,D16,F9,F8,F10,G15,I14,G11,G8,F18,E12,G15,G13,G17,G11,F18,E12,E12,F12,F6,K12,E18,C12,E12,K10,G12,F10,D9,F13,F7,G12,H15,G12,F12,F12,F6,F12,D14,E11,F18,H22,G15,F16,F7,E12,D26,G6,G13,F12,G16,F8,F10,G10,H20,F8,K20,F8,E12,F8,E13,J13,G10
CARNATION,G12,H12,G6,D8,D16,H8,E12,H19,E12,H11,I11,F12,L16,E12,E12,F12,H12,E12,E12,D14,F12,L18,F12,F15,G13,G15,E12,J19,E12,E12,G12,N18,I15,O15,H9,G15,I9,K15,E12,G13,B12,E12,E12,E12,E12,E12,D17,G20,H12,K10,K15,E12,E12,H6,E12,G12,F12,E12,E12,F12,E12,E12,E17,E12,G12,G13,F17,B15,G14,F12,E12,I17,G18,F13,F13,E12,E12,K14,E12,E12,D12,E12,O16,G12,F8,C18,G12,G12,G9,H12,F9,G15,E12,K14,J15,G15,F22,E12,H7,E12
CORAL,D16,D5,H9,E10,E14,H12,H13,H8,F15,E16,D12,D18,D10,H8,D13,C15,E12,E10,D11,G8,D13,C12,D10,G9,G14,G13,H9,D9,D9,D15,D16,D16,D12,E11,D12,D8,D11,D11,D16,E11,F8,F7,G11,D18,E12,D15,E15,C9,F10,D14,G12,E9,D14,E14,D17,G10,E8,F12,D13,D11,D12,H8,D8,D11,B13,E12,D18,D8,D15,E12,G9,E12,E12,G10,F12,E12,D15,D15,D15,D10,E14,I9,D16,F10,C11,D9,D18,D9,H9,D13,E7,D8,F11,E10,F12,C12,D12,G12,E17,H14
MINT,P25,P26,O26,O19,O18,K30,O24,P25,O27,N24,P26,O26,M27,N25,J24,N27,N25,O25,N24,M27,L23,N28,M22,H28,L30,O20,P27,N23,D28,O25,M26,N26,P28,N28,N27,O25,N29,O25,O20,N28,K30,P25,N25,N25,O19,O28,O26,K28,N27,N14,E12,L27,O20,N27,O23,N25,O24,M12,O27,J26,O26,N27,P7,N25,K27,O26,O28,O23,O15,N28,K27,O26,O26,O25,M28,M17,O28,N25,O28,N25,O19,P28,O26,M25,N28,M27,O25,N28,P26,N27,N27,N27,O25,M30,O21,L14,M30,O27,N28,O28
WOOD,G4,B9,K6,D23,E12,E15,G2,E12,H7,D18,I9,E12,G8,F5,E12,G18,C10,E12,G9,D30,G6,F4,F7,G10,K8,F8,F7,E12,E12,H6,B11,C5,E12,E12,D5,E12,K8,F8,P15,F8,D25,D2,F25,E12,G1,H5,A11,E12,C12,D19,D17,G16,C14,G5,F11,G10,H5,M21,D12,D23,K20,E12,F8,F6,H15,D6,I22,I10,C10,J12,G12,E12,C6,E11,E12,I6,K12,M9,F17,E12,G18,A2,E12,K17,D7,F7,A1,F7,I17,E12,J9,F15,F4,E17,E12,G8,K5,K11,C8,D6
HURRICANE,G21,B10,K17,L13,F5,H18,A17,K19,J11,M18,I17,E12,K12,H8,L8,J10,E12,A15,G17,I17,L10,O18,K15,G19,M15,K15,B15,J23,G20,N15,H25,G4,K18,E12,I15,A15,F16,G1,G4,H10,E14,H10,H20,E18,B15,C15,E12,L20,K18,K18,L13,P25,N20,G26,H14,L16,J16,F14,K17,B12,C10,J4,B14,H11,F9,L15,K18,F11,K18,F5,C11,E12,F15,J12,K15,K17,G19,J21,K6,B18,N18,H15,H5,N14,P18,B18,L19,C11,H18,E12,H18,P10,B17,C24,P13,L9,K15,H16,G16,O6
SKIN,D27,E12,F3,I15,G23,D17,E12,G12,E9,G10,D18,D30,E4,D15,H12,D18,F7,E12,H25,E12,D15,D16,G20,E15,E12,J18,F16,G7,E12,D18,F20,H13,F16,M12,E12,G17,H9,E17,G12,K17,G17,K11,F9,F8,E19,E12,G12,D15,D19,I17,H10,G13,G15,E12,L12,G5,G18,G18,F22,K10,F15,D14,E12,G11,K20,F18,G12,G12,F13,G6,D15,E12,K20,M14,E12,E12,H12,H7,G6,I8,E12,N12,K8,F8,H15,E12,G13,G20,F12,J20,D8,D15,M11,I14,F12,G16,F12,H18,G16,G15
FIRE,A7,C9,B11,B11,B7,B10,B8,B18,C8,B13,C12,B7,B10,C7,D10,C15,B10,B6,C12,B10,C12,C7,B10,B6,C10,B8,B15,C12,B6,B15,B12,C15,B6,B12,B10,B8,B8,B13,B5,C8,D12,B8,D11,B9,B8,D13,B12,B12,C9,D12,C9,B7,B8,B6,C5,C10,B14,B12,B14,C10,C14,D7,B17,B15,B11,B9,C6,B6,C7,B17,B15,B12,C12,B7,B22,B8,B10,B8,B12,B12,B18,D3,B8,B9,B10,C8,B13,B12,B8,D17,D11,C8,B9,B9,C12,B8,C11,C15,B12,D7
SAND,H15,E12,F8,D6,E12,B6,E12,F6,E6,D10,B10,F11,B9,F4,F15,E12,F17,D7,D8,E12,E12,G13,G12,E12,G15,D5,F15,E12,E12,G8,E12,C6,E9,G6,B15,B12,G15,E12,F14,D9,G7,F12,F13,F12,G9,G6,E12,F15,G6,D9,E12,B8,E12,K8,D10,E12,E12,D10,F7,C5,D12,B6,G6,D12,D16,D3,F8,G7,E12,G7,G9,E12,I4,E12,D17,F9,D6,A13,D8,A5,K6,D18,F9,F7,E12,D11,D15,E12,J8,F4,D6,H9,E12,F9,E12,E12,E12,E12,B15,F9
SEA,G12,E15,E12,K11,E12,E12,E12,I11,E12,L20,K8,E12,E12,K18,E12,G23,E12,K12,G11,I20,K12,E12,F4,M28,J15,H21,K17,E12,E12,E12,E12,E12,G10,K16,E16,O14,E12,D14,F5,G12,E12,E12,E19,F20,O15,K9,E12,E12,E12,E12,E12,G22,E12,E12,E15,O20,M16,E12,E12,E12,N12,E12,F13,E12,G17,G10,E12,L9,K20,E12,E12,E12,G17,G12,E12,F15,E12,E12,F12,G13,F21,E12,L18,E8,F15,E10,E12,E12,K16,E12,E15,O13,O12,E12,E12,G11,H19,E17,G23,F15
MUD,K18,L17,J18,N15,K22,L16,P6,M20,N12,K14,E12,K6,M10,K15,H15,L14,O5,L20,K25,J15,N18,K15,J13,N8,I8,K3,J9,M15,K14,F19,H23,K14,M15,K14,N18,P14,K15,H15,N23,K9,F7,H18,M15,N6,K15,M15,N5,B12,K15,K18,F18,O7,K20,K15,E12,N18,M15,J12,J22,K23,P18,M15,K12,M7,L11,E16,K5,K10,K13,N23,K24,M8,L30,L15,I11,M10,I8,N18,K9,N18,O15,E17,M25,M10,I10,M19,J7,J16,H14,E12,L22,M21,L18,M15,H10,J12,L26,K25,H22,B13
GRASS,N8,N11,N18,O12,O13,L15,M15,M15,O20,N20,K25,M18,O18,N15,N19,M18,O18,O10,O16,O15,M22,N15,O14,O22,M17,N16,O8,O25,N15,M20,M25,O15,K19,M10,O17,O18,O20,O18,N15,M12,M25,O15,O15,M18,M23,M20,O18,M15,M29,M26,N17,O15,M19,O10,M21,O8,N18,N15,N15,M25,O14,O15,N15,K19,M15,K16,O15,N18,M18,O18,O15,N16,O14,O15,M13,O25,N15,M18,O12,L26,N14,N10,N18,M24,O17,O25,O20,O18,N16,O25,E12,O12,P25,O11,M17,O10,N17,M17,M18,N17
POND,E5,F16,H10,B5,G8,J20,E12,F18,D24,F17,K19,K22,F19,E12,H9,G10,L17,D12,F18,D25,G14,H8,J20,G5,H12,F8,H9,E12,E12,K20,F12,E12,C18,B12,L19,F6,E12,K10,F7,G11,K18,D5,K12,E12,K4,G14,H16,F12,G7,F12,F8,E12,F17,G15,I8,F7,H7,D7,I8,D15,F18,F15,H7,E12,E12,F11,H13,E12,I9,J20,D23,B3,J4,K19,B9,I20,E12,G12,E12,B8,J20,G14,E12,F9,M15,B20,G10,F11,B8,I18,F6,J24,F3,F8,F12,K8,O10,H18,F11,F23
SUNRISE,F14,H6,B7,H10,E12,F21,C25,G15,D5,D17,E12,K10,E9,D1,D18,O10,E12,J12,F2,F9,E12,H23,D9,E8,B15,D14,J5,E12,E12,D10,K10,D25,D14,G15,B8,F25,G10,D10,C15,D8,D12,D17,H23,I8,D7,B17,L11,F23,F17,F3,F10,E17,D10,G17,F11,D7,H6,F4,K11,D5,J14,H12,B9,E12,H3,K12,G12,G15,E12,C4,G15,B3,E10,D5,B25,D15,D8,H15,J8,H7,H4,H10,G15,B14,E6,C8,F18,D18,F7,B14,C7,E12,D15,D4,B15,I9,K15,F15,H13,F10
MOSS,N15,L23,M22,F18,O18,K19,M18,O10,H20,O14,O12,K18,O15,O18,N17,O15,M20,K21,N10,P20,N12,M18,L18,M11,N20,N12,N17,O15,K14,M24,M28,N18,N25,O15,N18,L19,N10,K11,M16,N21,M16,M20,M15,N21,N17,M16,M21,O18,N15,N19,N8,M17,P27,O16,O15,M15,M17,N15,P23,M24,O15,L17,M15,N20,O17,M24,M17,L22,O27,L17,M12,N19,M13,O15,O16,K24,O15,G20,N24,L25,M24,J24,M15,M25,N25,M14,M28,M22,O30,M12,O16,N20,K18,M15,P14,N19,M15,O12,K26,N16
SKY,D10,G19,D15,L12,J18,I18,L15,G17,F15,H25,J20,K13,B25,H24,I15,H15,D16,G21,H9,K11,H19,H20,K20,E12,E12,E12,J15,K15,J18,K15,E12,L15,J18,L18,H15,G15,D20,H25,J12,L20,D12,M15,H22,K16,L10,D16,M12,E12,G21,G20,G15,M25,H18,L27,B15,L15,J15,D24,M7,G20,B8,D16,J15,J11,E12,D15,D24,H10,I13,K16,H9,H18,E15,I24,G12,K18,J13,I11,K15,I10,J13,J14,K18,K16,H23,G12,E12,J10,L20,E12,K20,H19,M16,G21,G18,B19,I9,K26,J10,E12
THUNDERBOLT,H16,D15,L18,F10,B10,B7,K10,E14,E12,K15,L12,K11,G16,H8,M12,D24,D19,O7,F17,H14,G14,D8,G15,E12,D11,I12,E8,B5,C11,F17,K15,H13,H4,I8,H18,M15,F18,L8,G21,H20,K15,G25,B20,F9,I15,E12,F9,E12,K20,D16,G23,E12,K12,K17,I20,E12,F20,E12,J19,H9,H16,G19,P19,D16,A7,G12,E18,F6,J25,B10,K17,K15,P25,K9,E12,E12,L12,O6,G18,F22,K17,K15,D18,G18,K15,M13,G16,D9,H16,F23,D15,H14,J14,B28,B17,H8,H15,E12,I12,K12
BLOOD,D2,C18,C12,D12,F10,B10,G17,F8,F14,K10,E12,G20,F9,H15,E12,F10,E12,I9,E12,D16,E4,G12,E12,E12,F10,F12,D21,A10,G20,F13,G12,F8,L7,F12,D12,G7,F14,G16,G11,D18,F9,F5,G12,D6,E12,C8,K7,D8,F6,E12,F10,E12,A8,F9,E16,F16,C16,F8,F11,F10,G8,C6,E12,E12,E12,E12,B12,D12,B9,I7,F8,I12,D6,E12,G16,N5,F7,L17,D17,F14,G12,F25,K8,E12,F8,H15,E12,F9,G8,D3,D14,K8,F12,F20,E12,F7,E12,G12,D6,D12
SUNSET,D15,D25,F12,C13,D10,D12,D7,D11,G18,C18,C30,C18,H8,D16,G16,E14,F7,C7,D9,D12,F9,J10,D15,B14,G15,D8,G12,C12,C15,C15,D10,C18,E12,D15,D12,D15,F12,C15,C15,C18,D11,G12,C12,G8,F9,D10,D15,F18,D24,C18,E12,C11,C10,D16,G17,G8,G12,H10,E15,F8,D8,D8,C6,C17,C11,B18,D14,A8,G20,F8,G9,F15,F10,D17,D12,E10,D15,D11,B15,A15,H8,D18,C18,D11,C16,D12,C15,C18,B13,E18,C8,C17,E12,D15,G18,C12,B10,C27,F11,G11
SHAME,K18,E12,E12,F8,G12,E12,B15,K20,K12,D17,H18,D23,D18,E12,E12,E12,E12,G15,F12,E12,D9,C17,G25,G11,J21,F15,H8,F8,H12,B12,G16,D25,H14,E15,I12,E12,B15,I10,K15,H18,E12,F8,E12,F13,E12,G16,E12,D13,E12,A9,F12,F16,E12,G13,H11,I18,F16,D12,H18,D10,D12,F18,F8,G20,G18,F8,G15,G22,E12,G8,G11,E12,H13,E12,H4,G8,D20,J15,C8,E12,E13,K15,H21,F20,K20,H7,G17,E12,E12,F16,D15,E12,H15,E12,J14,G12,E9,H12,N17,G15
RELAX,E16,F8,H17,F12,E12,E12,F15,G15,D6,K18,J15,E12,G15,J12,D10,E12,F6,G20,G8,F25,F20,H18,E10,K15,G21,J10,G12,G15,K18,F9,H18,H12,H15,E12,G9,H15,K12,E18,E12,G11,J15,E18,K18,F5,F12,G18,E12,F11,G16,E12,L12,F8,E9,G20,D24,C14,J13,F12,E12,F15,F8,I15,G5,I15,F8,F12,F15,E12,K15,E12,E17,J15,F7,I18,H17,I15,E12,K8,H12,E12,F25,H9,J10,H10,E14,G10,F15,K15,K10,D15,M15,D12,E12,F8,I24,E19,G15,E12,F20,F15
ECOLOGY,K10,E12,D16,K16,E12,K12,F15,P11,E16,K12,G15,O15,K19,E12,E15,I18,B6,K12,E12,F18,M15,E12,F10,F7,F19,E5,E15,G13,I18,J22,F12,G12,E18,G13,E12,G16,A14,J18,G18,F10,H21,G14,G25,E12,E15,I15,E13,H25,E12,G20,E12,E14,C17,E18,E24,E12,B22,B22,E17,G15,E14,K24,E17,L13,E12,F14,K12,N10,C17,E15,E10,F11,G19,M15,E12,F15,B17,E12,E12,E22,E12,K15,L16,K12,K15,M18,G12,E12,E13,F17,E12,K21,K12,G14,E12,K19,G15,F14,D13,A19
PEACE,K15,P18,M15,E12,J17,K10,K15,K24,E18,O18,E12,N25,J18,M25,N14,M25,E12,M15,E19,K15,L19,M15,E18,F19,E15,L15,K20,P9,C19,K17,L30,H20,O15,E12,K10,D19,K15,B18,L17,L15,M15,J18,K18,E12,D28,H19,M24,G17,D14,K15,K15,P10,H25,M16,M13,K15,J16,P17,P10,E12,M11,M17,K20,J15,D21,G14,L18,K20,E12,M20,M25,L15,O30,N20,H4,M18,K20,B15,L21,E12,K19,B16,K16,B8,J18,O15,M15,E12,H18,O15,O14,H18,C18,L27,H7,E12,K15,E12,K23,L17
RAGE,E12,E12,K14,D6,D6,E12,D9,B17,B26,H3,G11,G7,E12,G2,B21,G9,H9,D8,E12,I18,G8,D15,E12,E12,B3,F10,F20,B6,B5,G11,D5,D9,B15,E18,E12,F8,D9,D4,E12,D8,G8,D6,A1,K14,F12,E12,L11,F4,K12,B11,C7,E12,H6,B8,E11,H8,E12,G11,F6,F9,D15,F11,F11,G8,F12,E12,E12,C12,G12,E12,H17,D5,G21,F4,F9,A8,E11,D8,G8,E12,A5,B16,E12,E12,F8,G11,H9,F6,D17,A7,B10,D7,A10,A12,F14,G13,B12,C6,E12,E12
DISGUST,E12,D10,C14,E18,E12,D16,G12,D25,D13,F9,A20,E12,C7,H4,B14,C7,D8,D15,F22,K5,D15,F17,C11,G8,G17,G12,E12,E14,I9,C16,B10,G10,E12,F8,E12,G6,G9,E12,B3,I18,E12,G11,F8,E10,F12,E12,H9,E16,D13,G7,D16,E12,E12,K12,F18,G8,E12,E14,F11,C11,B12,J6,F8,E12,D12,E12,G10,F14,D15,E12,G16,G15,B16,E12,D12,D10,D10,E12,G15,G9,F20,E12,G9,F6,E12,F11,D9,G13,D12,E12,F18,E12,E12,C15,K8,C10,D10,E12,G17,G12
HAPINESS,K12,K12,H12,E12,G18,F14,M15,K18,E15,H14,K15,G17,F18,A12,E12,K15,H12,O15,K17,E12,G15,E12,H10,L18,J15,F16,E12,H16,K15,E12,J18,G18,F15,H15,H9,E19,P15,I18,D18,L13,G20,C17,K14,J20,K20,E12,K15,I19,M15,D18,H10,G15,O15,H12,J19,H10,J12,G12,G15,M15,J18,I15,J12,K12,K15,B15,E17,G15,G18,E15,G15,K15,E17,L10,F15,I15,G10,D17,K17,G20,J9,H10,E15,I9,H18,I13,L15,F18,M17,A17,D17,A8,B24,J15,L15,K18,F15,K16,H15,G20
LONELINESS,E17,K15,D22,K15,G8,F20,G10,H16,K16,F10,D10,P10,F27,K10,H18,H18,G19,F15,D18,I15,G15,L18,G18,M20,C18,G18,M25,H26,H7,I25,D24,K18,K13,K22,I15,A9,H6,D15,G18,F15,G20,G14,K23,K10,J9,E12,J10,K19,K15,B18,H17,H15,G20,E14,C25,D15,J16,F25,F15,G20,K18,K24,K14,D15,L10,A15,K15,D15,E12,C18,F17,G18,M18,E12,D18,E12,L17,H10,P15,K15,G18,K23,I15,B18,K7,B15,J15,N11,I15,G16,M13,D5,D10,K15,K12,K11,D18,E23,K15,E12
DANGER,F8,G10,B18,B8,D18,B7,F8,E12,F10,D7,B13,C15,D15,B8,K12,F8,J16,D8,D15,F5,B7,D4,D16,B14,A17,E12,E12,F7,F8,D12,H12,E12,E12,E12,E12,B8,C6,F8,B7,E12,D15,F8,K1,B15,F7,E12,G6,B10,E12,E12,H16,D8,E12,F8,D7,G9,D7,F6,A11,D24,D7,A11,D7,E12,C7,E12,G10,B10,D7,F7,H6,D17,D9,G12,G9,E12,D16,B7,G8,G3,E12,D17,H14,D11,B7,G12,F8,A10,D8,D18,D18,H6,B7,B7,D10,E12,D6,H15,D19,H13
SADNESS,B15,D10,I10,B12,D16,B6,B25,E12,B15,A6,E12,B4,L10,G6,B15,I12,C18,D25,E12,F14,D25,E12,B10,B18,G18,A14,B12,F8,B14,D18,I15,B15,K10,B20,E12,D15,E12,G25,F7,D5,B8,F8,F12,E20,E12,F10,D10,B15,E12,E5,B12,B15,B18,C16,E12,B25,E12,B15,B15,D16,I9,H11,G12,E12,K14,F10,H12,G18,E12,K12,D20,C9,C10,H15,F10,F10,C6,G15,B25,F8,D12,G20,D10,B15,E12,B8,D10,G14,H7,A14,B10,F15,G8,H25,D18,C8,H14,D15,F15,E12
TOXIC,C3,D3,D15,C14,C12,C15,B16,B15,E12,E12,H8,D13,K15,D10,B15,F11,E12,G9,C3,D15,B7,F15,E12,D17,D8,B15,B11,D3,C1,D12,G8,C6,C18,F7,A25,B16,D8,H10,C8,F8,E12,D14,E12,C8,D6,E12,E16,B19,C18,C12,C16,A15,C8,D12,B10,B16,A11,F17,B15,B5,F18,B19,D8,F8,D26,D16,A5,C8,F11,E12,C7,E12,D18,D13,F6,B13,F6,B4,C25,E8,D18,B7,B8,E15,C7,G8,F10,D4,C8,A12,B10,D6,D15,E10,D19,E12,D8,K10,C8,B15
SUMMER,E12,G18,F8,F8,E12,E14,H6,E12,G6,E12,G15,D22,F8,F8,D16,E12,G8,F10,G8,E12,G18,F12,F12,E8,B16,D15,D8,F8,F8,K15,F9,G10,F8,F18,E10,F8,H8,D7,E23,E12,F12,H15,F18,G12,D5,F7,D15,G12,F10,H8,G20,B13,G12,G8,G7,F14,F12,F6,F9,F11,E8,C8,D8,H8,G15,F12,G15,G12,F10,B16,G7,D5,D10,A10,G8,H9,F7,F15,F14,F8,E8,F11,D25,F8,K10,F7,E12,D15,E12,G12,C15,G12,F12,F7,G12,C15,F6,F7,F15,G15
AUTUMN,D11,G12,G12,F12,G12,G12,H15,E12,E15,E12,F12,E12,E12,C10,F15,G8,F15,G16,G11,G11,F12,F12,C10,F15,G15,B12,F17,H15,J9,K10,E12,G12,I18,E12,G12,F10,F8,D12,F8,F10,G10,D8,E12,E12,J30,G15,L16,E12,E16,E12,E18,G8,G9,E12,D15,C16,H23,F8,E8,K10,F10,H18,D9,G10,E12,D12,E9,E12,F12,G15,D15,E12,F10,D15,C10,E11,F15,F10,G15,F10,E12,D7,H12,E12,D12,G9,E12,E12,F12,H11,F10,F10,H12,E12,F10,H15,E13,G30,E12,G8
WINTER,E16,E12,L10,G22,B15,E12,D16,E18,E12,D16,G20,C10,D18,C3,G17,K10,D12,E12,I16,E12,G4,N16,G18,B12,E12,C12,F10,D9,F15,G6,D16,H6,G15,D15,H12,H5,D12,D8,G15,B10,A16,K8,H18,E12,F18,E12,I15,H15,E12,B16,E12,H23,D22,G30,E12,K10,F18,F18,C17,G1,A15,G4,G12,F30,G16,A10,K18,G15,P15,D3,H22,C7,J5,A19,H5,E12,C9,F6,A15,E12,K13,E12,C16,C17,D30,C18,G16,B7,F12,G20,D28,F14,D9,C20,E8,C12,E12,I21,E12,D12
SPRING,E12,G18,E12,L15,K11,K16,G15,G15,H15,F14,G12,E15,E11,K15,E13,G10,K15,E16,G9,E15,L10,F13,L17,G14,E14,I6,F17,E6,G10,E16,H13,K18,E12,M25,E12,E12,K11,E12,G19,E17,F13,F18,N16,I15,G11,E12,E12,G15,E17,H10,G17,G10,F15,E12,F10,G12,E15,K15,F15,G13,F10,K10,G10,D19,K16,G17,F11,F16,E12,K16,K10,M16,L10,G17,F12,H16,E12,E12,E12,E12,G3,L16,H14,E12,G8,L9,F15,F19,E12,H18,G12,E12,E12,E8,H9,G16,K12,E12,G13,B23
HOPE,G18,G20,H10,K19,H23,E12,G17,I26,F16,E12,E12,H10,H10,K15,G12,G16,D17,H15,G18,M8,E12,I10,D16,D5,K15,G10,G20,J15,E8,E12,F12,E12,H19,H15,L9,L17,G13,E12,I18,K13,H18,G10,H25,I5,H20,D17,E12,F10,F8,J13,K12,G25,G12,F15,J15,G15,G26,H8,G14,K20,I16,E12,E15,I14,J6,K18,G10,E12,H8,J7,L15,D9,I10,G20,J16,J15,E13,G20,G19,E10,I8,H5,E12,J7,H18,G7,I3,F10,G25,F20,G9,G10,F13,H10,F20,K15,E12,J12,H14,E12
FEMINISM,D9,B20,H21,A25,K18,C17,G6,B15,B25,J10,H18,C24,C8,H13,F17,H20,I14,F17,H8,K18,A8,H17,C6,H9,B12,F15,G15,L18,D21,B24,D7,D17,B13,K9,H22,D5,A23,K15,E12,G20,D18,D16,D24,A30,E12,A24,C15,D15,B5,D21,E12,E12,D30,D20,G18,I17,G24,F20,F4,D5,M12,E17,K16,J18,D15,I20,D18,E18,B22,J15,J8,K15,G12,E12,G24,B19,B9,B17,G21,D20,F5,K15,F3,G4,B12,H5,D11,K25,D16,C14,B27,D19,D18,E12,D15,C14,J22,F15,D15,E12
SHRECK,K18,L14,D3,G8,K18,L18,J19,E12,G23,F15,F12,G20,I9,M11,F17,P22,F14,M15,J8,K11,J15,E7,P12,D15,D15,G16,A6,K15,E12,H16,K22,H5,K13,H20,K6,D25,F19,E12,D18,G19,E12,M19,F15,D27,D12,P11,E12,J13,F15,H3,E12,E12,C17,N12,B25,P16,G16,F16,I12,D8,J23,H17,E12,B17,D15,D12,J10,G12,K14,I15,K14,E12,K20,D11,E10,E12,E3,L13,K15,J16,K13,F20,G22,N18,G6,G11,D25,J16,J15,E12,E12,E8,P14,I12,F12,D6,C18,F20,G12,F16
TRACTOR,K19,E12,G12,K15,E20,G13,I12,G11,K10,J15,E12,H14,F12,E12,F20,F7,E12,J11,M14,L17,M21,E12,G10,B8,E12,D13,F11,E15,I16,G16,N10,H13,L20,E18,M15,K10,E12,K6,E12,I12,B17,E12,E12,E24,E12,K12,L15,H19,J20,K15,J10,L7,E12,G16,E12,E12,F15,E11,G3,K10,L17,F20,F11,F10,G6,E12,J15,E12,E12,A17,I18,K22,H12,G20,E12,K17,F18,K14,M7,L15,K11,F6,O16,J9,K15,H20,K18,K15,F8,G12,F14,H18,F10,E12,I12,E12,B9,K14,K20,E12
SONIC,E12,F7,H16,G13,I20,D4,E12,G14,D16,O6,E12,F8,C9,K12,E12,E12,G12,E12,H8,E12,E12,E12,F4,E12,G12,G15,E21,F7,E12,F6,E12,F3,J10,H18,L21,E12,F18,E12,J13,F24,E12,K16,G17,E12,K11,E12,N16,K15,I18,G15,E16,E12,L12,G8,E12,E12,F5,H5,L8,E12,G13,K15,K12,E12,M12,D16,L8,K14,C12,K19,F12,F10,F8,K15,K14,K18,E12,K8,K10,F15,G13,H11,K15,E12,H14,G12,B26,E12,B15,G15,M20,K12,J13,E12,I10,G12,H8,E12,H25,I11
PIKACHU,K6,G20,N11,B25,J15,F15,G20,A16,G17,H18,K15,J11,F24,F6,E12,E16,F17,J20,I20,K24,L16,I18,H14,K19,I15,O15,C22,M15,K20,H13,I15,D21,E12,C18,K15,E12,K12,F12,H12,H19,B15,H16,J15,G8,F21,D12,G18,L15,C18,E12,E12,G14,K15,H15,G30,G25,K10,G15,G15,B12,E12,G18,K24,H11,H25,J21,F11,F15,J19,I20,G24,G12,G18,J18,M15,F18,I26,K10,L18,P21,E13,F20,I17,E12,O14,E12,E12,I30,G12,K15,O9,I8,C16,D15,D19,P25,D25,E12,E12,E12
HULK,E12,D17,D23,J9,G18,K15,O15,J19,K6,L18,F20,E8,L10,D14,G16,K15,D28,I15,J16,H18,E12,F3,K15,G21,F9,E12,G11,E12,J18,G25,E12,E12,G26,E12,H10,E12,L7,E12,G17,K19,O5,H10,F15,G17,L7,H18,G25,J16,G11,M10,G8,E12,K10,J11,G8,H4,I9,K17,J4,E12,F12,G11,G18,C16,G15,K14,E12,G18,K23,H18,G18,J14,G12,K16,K16,G16,E12,H12,I10,B15,K17,K17,G10,K14,E12,I21,K12,H15,G20,H22,G12,E12,O8,G30,J14,K24,K22,F23,H3,I24
