Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,M10,M15,M6,L9,M9,M9,M10,M9,I14,M9,M1,M8,M4,N9,M14,M9,M7,M16,M7,L9,M8,M7,M3,M6,L8,M9,M10,M7,M6,M11,M7,M8,M15,M9,M7,I12,M6,L11,M17,L13,M15,M9,M6,M9,M8,M11,M15,M15,M5,M7,L9,N7,M4,M11,M7,N8,L11,M16,N3,M13,M9,M12,L17,M18,L9,N8,M9,M15,M7,J18,L9,M10,M9,M21,M13,M9,M5,M4,N9,M8,M9,L10,M17,M9,M9,M13,M11,M8,L10,M9,L6,M8,L12,L11,M4,M10,M14,M5,L9,N5
LAVENDER,K8,K9,K9,K15,L8,L7,L7,L9,L7,L7,K9,K9,K9,K9,K15,K30,L9,K10,K9,K9,K12,K13,K9,K7,L9,L7,L9,K20,L8,L7,L7,K15,L9,L9,L7,K11,K13,L7,L5,K9,L9,K22,K9,K17,L8,K8,L5,L8,K9,K12,L7,K13,L9,L6,L7,K9,K15,K13,K9,K19,L8,K16,K9,L5,L8,K11,L15,K9,K19,J15,K16,K9,L6,K4,L9,L8,K23,L9,L9,L7,K9,L7,K7,L9,L9,K14,L5,K14,L8,L7,K11,K19,K6,K10,J22,K6,K9,K15,L9,L7
POPPY,P30,P30,N30,P9,P30,P2,P30,P3,P30,P30,P30,P9,P9,P30,P9,P30,P30,N30,P3,A30,P30,P9,P17,P30,P9,P30,P30,P30,P10,N30,P3,P9,P1,P30,P30,P3,P30,P1,P30,P30,P5,P30,N30,N5,P9,P3,P30,P9,P30,P18,N30,P7,P30,P30,P30,O7,P30,P3,P9,P30,P30,O9,P9,P6,P30,P30,P30,P30,O9,P30,P9,P30,P30,P30,P30,P30,P30,N11,P9,N30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P3,P30,P30,P30,P30,P2,P20,P30,P5,P30,N4
WHEAT,J14,J16,G6,G5,M4,G7,K15,L7,N5,G5,K14,K24,G7,O9,H9,L6,I5,G7,M3,K6,G7,N6,M5,G6,K20,N8,G9,K9,H7,G9,M6,N3,K11,G9,F11,H9,N8,O5,J22,G6,K8,G7,G7,J11,G8,K6,G9,M5,M8,M5,K16,P6,G6,K18,J15,N5,L8,N15,J12,I9,M4,M8,K11,J6,L7,G5,M12,G8,L7,G6,H8,K14,B8,O3,O4,G6,J13,M9,G12,J9,G8,G5,I13,H8,F7,M6,L13,K17,L8,L9,H7,K16,M4,M13,J7,J14,L9,H7,K4,G4
CARNATION,C6,C7,C9,C7,C8,C5,C5,C7,C7,C9,C9,C7,C6,C9,C6,C5,C6,C7,C6,C7,C6,C5,C6,C10,C5,C6,C6,C6,C6,C7,C8,C6,C6,C8,C7,C6,C6,D7,C4,C9,C5,C6,C7,C15,C14,C5,C6,C6,D5,C8,E5,C5,C7,C7,C6,C7,C6,C6,C6,C6,C6,C7,C7,C8,D5,C7,C7,C6,C6,C7,B3,C7,C9,C6,C6,C9,C8,C6,C6,C8,C9,C9,C6,C6,C6,C6,C6,C20,C7,C7,C6,C6,C6,C5,C6,C6,C6,C8,C6,C6
CORAL,D7,D5,D7,E9,G6,D8,D5,A7,D7,C10,E2,G8,D8,E8,H6,D6,G6,D8,F6,A8,C9,C8,C6,D8,H13,B10,G9,G6,G6,E5,E6,A12,F8,E9,E11,E19,D9,C13,D9,C6,D6,L5,D6,G5,D6,E9,D6,C8,D9,C7,D5,G8,B4,F7,D6,E8,E11,B7,C9,P1,A7,C6,D9,D6,E5,F16,B9,G15,E10,I9,C9,G6,F5,C8,C8,D10,A12,H6,C9,E13,D9,D12,D13,C6,B7,G7,C9,E7,H8,F6,C5,C8,H6,D6,G6,H8,D8,B6,E12,B10
MINT,N6,M7,N7,M9,M11,M12,M11,M7,M14,M13,L10,M5,L7,L9,L8,M9,M11,M8,M8,L10,M10,L9,M9,N30,M9,M10,L9,M8,M13,M1,M9,M1,K12,M1,L12,N9,M13,M9,M1,M9,M9,M8,M30,M8,L7,L8,M10,M1,M6,M16,L8,M15,L6,L5,M7,M1,L7,L9,M5,M11,M9,M9,M5,M14,M9,L8,M10,M6,M13,M19,M5,M9,L9,L9,M9,L10,L8,M9,M10,M9,L8,M9,L10,M13,M1,L13,M9,M11,M7,M16,M11,L9,M9,L10,M1,L10,M1,M9,M13,M7
WOOD,D6,E16,M8,D7,E11,L7,J13,G7,G5,M20,E11,G4,E1,M8,E6,C17,I6,N7,G9,G5,B18,M10,D4,L9,H11,A3,L3,H13,L14,L9,M4,G6,M6,L5,O9,N23,H5,G12,G12,M3,C21,G12,G10,M9,K5,K5,N6,N7,F8,D10,D5,D9,D7,H9,M5,H12,J10,H21,L13,L3,N8,P4,L3,M11,M8,J8,P1,L9,H8,B1,J5,M3,H10,B9,E8,G12,O12,L10,J14,G10,A9,D7,C12,D18,M9,G9,M8,P5,G10,E12,N3,I5,J13,M20,H9,B22,C16,G13,N19,K19
HURRICANE,G9,G5,G6,G9,G9,G5,G7,G5,H7,H11,H9,H11,G7,G7,G5,G4,G5,G13,H11,H5,G5,G10,H11,G15,G6,H9,G9,G14,G5,G8,H9,G5,G5,G7,H6,G10,G4,G9,G9,H8,G7,G8,G8,G6,H7,G8,G7,G7,G7,G8,H9,G8,H7,G8,G7,G8,G9,G5,G8,G6,G5,G6,F2,G6,G8,G6,G6,G6,H8,G9,G9,G5,G5,H10,G7,G11,G7,G6,G5,H9,G6,H8,G6,G7,G6,H9,H5,G15,G5,G6,G8,G5,G15,G7,G10,H6,G9,G6,G8,G9
SKIN,E12,M11,D20,G19,J19,G24,L12,K17,B20,H7,L17,K23,P11,P3,D30,B12,N13,L13,L2,C20,C19,L9,P4,G4,G14,G18,H25,K20,I3,O8,H20,I9,J20,N17,P30,P4,D17,C20,L10,K11,G14,P6,H10,K14,P3,L20,P1,J20,A8,H8,L9,L17,D24,M16,A17,M4,P18,J14,L15,K17,P3,N22,J11,G9,M15,G30,K13,O10,M17,G9,K16,I10,L10,K16,M6,L27,G15,H6,A7,G21,B7,J16,L22,G20,M22,M21,K21,M13,D17,N16,M3,C15,P4,L19,B17,O3,J20,N3,P5,B24
FIRE,F7,G13,F7,F6,F6,F6,F7,F9,F9,F7,F7,D5,F7,F7,F7,F7,F9,F7,G5,F6,F7,F7,F6,F6,F5,F5,F7,F7,F6,F7,E8,F7,D5,F7,F7,F7,F8,F9,F7,F7,F7,F7,F7,F6,F7,F7,F7,F7,F7,G10,F7,F7,F5,F5,F7,F7,F9,G7,F5,F6,F7,F7,F8,F7,F7,F7,F7,F7,F7,C6,F7,F7,F8,F8,F6,F7,F7,F7,F7,F7,F6,F7,G9,E5,F7,F7,F8,F7,F7,F7,F6,F9,F7,F7,G5,F8,F7,F9,F7,F7
SAND,G6,G5,M3,G7,M13,P2,G11,H5,G8,H7,D6,J2,G15,F7,L9,J9,G6,I8,C28,H25,P5,L10,O5,G9,K5,J5,G4,J10,K19,D5,P4,H11,C20,M7,G9,P3,G6,H11,J7,H9,E7,A7,J9,G6,A6,H5,H5,I3,G5,G8,G7,D5,L9,O5,J3,G5,H22,G7,G10,A3,K8,K18,P3,G8,I13,G6,H23,G10,P12,P4,I4,K14,H7,D9,G9,G16,P3,B3,P7,H2,D9,D8,P7,C18,G8,H13,H7,G5,P3,M9,O15,J21,I6,P30,H15,G6,N15,A3,G5,B13
SEA,G5,G6,L7,D8,B18,H15,A12,M16,G20,O5,F15,A7,D3,N3,H17,G5,D6,C19,L3,A1,H5,A7,G8,G22,M26,H12,H22,G8,G5,D13,D9,H10,D4,E5,I6,H10,E16,J24,L5,B4,M3,M16,G8,L26,A5,M5,I14,G20,G8,G12,G4,P8,H7,G5,C22,H2,B13,C13,H9,A7,O13,D5,O4,M8,A3,K8,F15,H6,H14,J21,H8,B5,A6,D5,D3,L24,A7,A5,M3,D22,M19,A7,F7,M24,D15,B20,G15,B9,A3,J7,G7,B14,P8,J15,M10,H11,D7,A2,A7,A10
MUD,M7,L7,M9,M9,M11,M9,M3,M16,M9,M8,M10,M12,M7,M7,M8,L7,M8,L8,M7,L9,M16,M9,M8,M13,M12,M9,L10,M4,N5,L9,M9,M5,M5,M7,M6,L8,M9,N2,M13,M9,M9,M8,M9,M10,M7,M8,M9,M9,L8,M5,M15,M8,L14,L14,M10,M5,M15,M7,L11,M12,M16,M1,M8,M7,M11,M7,M6,M9,N13,M5,M9,M15,M9,M8,M9,M9,L7,L9,M11,M9,N6,N7,L8,M10,M4,M9,M9,M7,M3,M9,L9,M17,M4,M13,N5,M7,M5,M4,M9,M4
GRASS,M14,M1,M15,L18,M10,N20,M3,M8,M10,M17,M13,M17,M7,M11,L8,M11,L10,L9,P3,M17,M15,L10,L9,M5,M9,L8,M12,M9,M16,M15,M15,L12,M10,M15,M15,M3,N3,M13,P10,M4,M5,M9,M13,M16,M5,M13,M10,M9,M16,M3,M14,L13,N9,L9,M17,M8,M19,M13,L10,M5,M13,O7,M3,M3,M12,M5,N1,M16,K16,M10,M20,M11,M9,M12,L10,K15,M10,M14,M10,N7,M10,N9,M9,N3,L11,M14,M5,M9,M13,N3,M12,M10,M9,M8,M9,M9,M15,K17,M19,M5
POND,P9,P9,P9,P9,P5,P30,P1,P30,P9,P30,P30,P9,P9,P5,P9,P9,P30,P9,P30,P9,P9,P9,P9,P9,P9,P9,P30,P9,P30,P30,P9,P9,P30,P9,P9,P30,P9,P9,P9,P9,P9,P30,P30,P9,P5,P30,P9,P9,P2,P9,P9,P9,P9,P9,P9,P30,P9,P9,P30,P9,P9,P9,P8,P9,P9,P9,P5,P1,P9,P30,P1,P9,P9,P9,P30,P9,P30,P9,P9,P9,P30,P30,P9,P9,P9,P9,P1,P9,P30,P30,P6,P9,P9,P30,P9,P3,P30,P30,P9,P9
SUNRISE,E16,G7,O5,C15,F7,H5,B14,F10,A7,A13,G14,H8,G12,M3,H14,M8,N10,G9,B3,D9,A3,P30,M15,M17,E17,D13,J15,F7,A3,D23,G4,C22,G9,G5,B24,G6,C15,C17,M15,E5,G4,H11,C16,H10,G9,D16,D16,G7,G6,D8,G9,C7,D14,C9,F2,D6,B8,P3,G13,M7,D20,L3,I5,D13,F7,A7,F4,D17,C14,B11,I7,C15,C2,P3,G7,G12,G6,D9,B13,B6,D5,H9,I5,G10,C18,G6,C9,E9,D10,F6,D15,G7,J13,H9,B22,K19,F10,C16,J5,M5
MOSS,N5,L10,M13,N9,L10,M13,N10,M9,M11,L12,L24,M15,M4,M11,J17,L9,N7,M10,L11,L7,M14,N8,M16,M17,M13,M14,L10,L9,N3,L8,N18,N3,N9,M12,M3,O9,N3,M9,M11,M15,H24,M12,M17,M14,M11,M15,L8,M11,O3,M9,M15,M17,N7,J13,M14,M10,L10,N8,N5,M18,N20,M9,M9,M19,L9,O5,M9,L15,M7,L8,L9,M10,M9,M14,M8,M12,M12,M17,M10,M15,M13,G10,H4,N9,F8,M10,M5,L8,M16,M10,L7,M9,M10,M9,M9,M10,L5,M15,L12,M10
SKY,H10,F7,L9,K3,K17,L10,L13,C8,L9,J18,H10,G22,J15,K26,N25,J19,P9,K13,L3,E9,F1,H10,K22,P3,M6,H14,J10,G18,P3,C16,P9,N18,L28,L25,B21,L9,J13,H9,D13,L7,P9,P3,H8,K17,J15,N25,G7,L14,H23,I11,J17,G10,P3,N17,I15,M23,E18,K23,M10,B17,L26,I2,E12,M3,E7,D9,D5,M20,K15,I17,J22,H3,F7,K21,P9,K19,F12,L10,L23,D15,E9,H6,J15,H20,M18,L3,K6,A9,D10,G15,G13,G9,A24,K15,H8,B19,M19,L12,K21,K11
THUNDERBOLT,M20,P30,K23,L25,P9,P7,P3,P30,P3,N9,L26,O9,O22,P2,K25,P30,G11,K22,G19,A19,I23,M3,C22,M19,F11,M16,K26,P30,O17,M25,J21,M25,C23,P3,K30,L25,I20,K21,I4,P3,L18,K26,G21,I25,P8,P8,E19,J20,P30,A9,P7,D11,C26,H20,O21,J17,K18,G8,N25,P1,N24,K22,E20,E27,P30,B20,M24,K23,N24,K22,B21,I23,C23,C21,G24,A6,J23,O29,P3,P3,A6,P6,K18,B2,P30,H8,P30,B15,P3,B15,B22,P23,P8,G8,P1,J27,N20,G7,P3,P3
BLOOD,A7,A7,A6,A7,B2,A7,B8,B7,B7,E5,A6,B7,A7,A6,B7,A7,D4,B9,B7,B9,B8,A7,B6,B7,B6,B7,B5,B7,B5,A8,A6,B6,B7,A6,A5,B7,B7,B6,B5,B5,A7,B7,C7,B7,B6,B7,A6,B8,A6,B9,B6,B7,B6,C5,B9,A8,B7,B6,C5,C6,B7,A7,C6,B7,B5,B8,A7,B8,B6,B3,B6,B7,A7,B7,B7,C6,B6,B6,B6,B7,B7,A7,B7,B7,B6,B7,A7,B7,B7,B7,B7,B8,B7,B7,A7,B7,D5,B7,A7,A6
SUNSET,C17,E9,D5,H16,M22,G13,P30,C9,D14,P3,D5,H16,C19,G15,D13,J14,G14,B10,D20,G5,D14,M8,D20,P22,G17,B9,C20,C14,F14,B14,D7,D15,J18,C20,D20,C17,E13,B10,G18,O15,F2,D6,G17,C20,G15,C15,D10,F14,D5,G14,B13,E8,D14,D9,A22,E11,B13,H12,E7,G14,E7,H9,B12,E19,G14,D13,G12,C15,A5,D6,K25,E13,D5,O16,E16,C22,G15,D14,E14,D20,E15,D14,C15,E7,D15,P6,I25,D9,D9,O5,E7,D10,E20,I3,E7,E8,D25,D14,B12,G13
SHAME,A3,L23,D22,P30,D12,A5,D20,A8,A1,K22,A3,A7,J20,A3,I4,D20,J22,G11,B2,P30,P24,P1,A4,P3,F10,A18,B19,H10,A22,J24,L10,K23,A19,G8,J14,I11,P26,J21,L2,I16,A8,A10,C10,A6,H15,A7,L7,G11,F12,A2,P3,O29,A30,A1,H3,J14,G18,A1,K3,F15,C24,J27,A20,P15,A3,L2,L6,E24,A6,P19,P3,P30,A20,C21,B3,H27,F24,L27,P30,A6,P30,A3,P3,D29,P2,G19,L5,O17,P29,K15,C22,C22,K24,J13,P23,A7,C20,P3,C27,J7
RELAX,B15,J18,D25,E10,J23,D16,M7,P6,M19,E15,D14,H9,K20,G15,E18,D18,M20,L20,D25,L17,H20,G14,M3,K16,J17,A10,D23,G17,P9,C24,H16,A6,E10,D21,G17,E13,D22,J22,G17,L23,C19,A12,H17,B15,H12,B10,M8,D14,D7,L25,G11,E10,I8,M17,C13,I19,K9,B29,B10,L27,M18,E19,J15,D20,H14,P18,M8,G16,K12,L18,E14,M10,E22,F12,H10,D20,H22,G25,B19,H25,D15,L11,G2,M17,P9,G12,H17,M15,G11,D19,G14,F18,C22,G14,L9,G10,N19,P9,J13,E16
ECOLOGY,D5,C6,E9,C21,D9,C13,C6,D7,C7,D6,C15,D9,B5,D13,D8,C6,C10,D11,B14,G8,H9,B9,C18,B7,B16,C6,C14,D5,J16,J14,G10,H1,D9,C13,C9,D9,E6,C13,C15,F5,D20,C8,C7,C5,D10,D13,C14,E9,D9,D9,D12,D12,B9,D6,C6,C5,E6,C6,C14,C2,C16,D7,C7,D8,D9,C9,C13,D14,D5,D5,C6,D5,H11,E8,E12,C13,C9,M10,D4,D6,D6,A14,E9,D6,D10,C15,D5,E12,D5,B13,E6,D5,D8,D5,E10,E9,E9,D12,M11,D6
PEACE,N18,P30,O5,A7,O3,O3,P7,N17,N22,P3,P30,P3,O5,O3,P3,P9,P9,O14,N25,P23,O25,P8,P3,P7,P3,P3,A30,O3,O1,P14,N3,P3,P30,N19,P3,P30,O15,O14,O3,P6,O4,P3,O5,P3,P9,P30,O5,P3,P3,P30,O7,P3,P7,O3,O13,P3,O3,O14,P3,O10,O11,O9,P3,O27,P3,O4,O9,O3,A5,N20,N8,O3,O3,P3,N19,P30,P3,P7,O3,A20,O5,O5,P3,B18,O13,O3,O7,O5,O5,O20,P3,O3,P8,O3,P3,P30,N22,P17,P3,P3
RAGE,A2,D9,J17,G11,G9,G9,F5,K15,M12,E18,A5,D5,B2,G17,A3,J20,P3,F7,H14,D23,D3,P30,F7,A3,F5,P20,B20,A4,G5,H3,G7,H6,K20,D6,G5,E29,G2,B13,E2,A6,I2,G5,D9,C22,G8,D6,O11,D8,K20,E3,D5,D11,H22,E12,D13,D10,F8,P26,M25,D7,H5,D2,G4,E10,G9,D5,H4,M9,I7,C20,G6,C18,P3,P5,A13,C12,G9,H23,P6,H23,G14,H20,C18,A4,B3,A3,A5,D3,C22,G12,G8,H19,E2,C7,A1,H21,B2,E20,C6,A11
DISGUST,G17,E18,K22,G9,G7,G14,P3,D13,G15,G10,H9,E3,B23,G23,D3,J8,A3,L9,P30,J22,A9,P30,D20,P30,I21,J15,E20,E22,G12,B2,B2,G16,G5,B22,F5,K14,G24,G7,K17,C22,G14,E22,D6,E3,D19,B13,P30,H9,G22,P22,P5,P30,P5,E14,P30,A9,E17,F7,G9,P4,D18,P30,D15,C22,P1,E7,P30,D22,H14,O18,K8,E3,D18,C4,E15,D6,E12,H17,E25,C15,F6,J13,A6,F12,E11,B25,F7,D20,L20,F4,N20,P2,E17,K25,A3,A5,G11,A9,M3,O25
HAPINESS,G6,G8,G9,G4,G7,G7,G7,G9,G9,G11,G5,G12,G8,G5,G3,G10,G5,H7,G6,G9,G9,G6,G5,H1,G8,G7,G5,H1,G5,G6,G5,G1,G15,G5,G6,G7,G8,L4,G6,G7,G6,G5,G6,G15,G7,G6,L3,G9,H8,G10,G7,G8,G7,G9,G6,G7,G4,H5,G6,G4,H14,H7,G7,G7,G5,H7,G7,H7,G7,H10,G6,H9,G8,G7,H6,H1,G7,G8,G5,G5,G5,A8,G7,H9,G10,G11,G9,F10,G7,H9,G5,H9,G7,H9,G14,H9,G9,G8,H7,G5
LONELINESS,K9,J21,L9,L6,K15,L9,K14,L6,K8,L9,L7,K14,K7,L5,L7,L6,K8,K11,K3,L5,L14,L10,K19,K15,K15,K14,K6,K10,K12,L13,K17,K5,L11,K9,K8,L9,L11,L10,K8,L9,K12,K12,K14,K13,K9,K6,L5,K11,L7,K19,L9,L7,L10,L9,K6,L9,K9,K17,L11,K15,K9,K16,L10,K10,K18,K18,K6,L9,K9,K14,K13,L8,L10,L8,L6,L15,K7,K14,L5,L9,K12,K16,K7,L9,L7,K5,K4,L9,L9,L8,K9,K9,K7,K9,K12,L13,K11,L9,K9,L7
DANGER,D7,D8,D7,D6,D5,D6,C8,D7,D6,D7,C5,D7,D7,D8,D6,D13,C5,C5,D7,D6,D9,D7,D7,D6,D9,D8,D7,D9,D6,C7,D6,D5,D7,D7,D7,D6,D6,D7,D6,D7,D7,D7,D7,D5,D5,D7,D7,D6,D7,D7,D7,D5,D3,D6,D5,D7,D7,D7,D7,C5,D7,D6,D6,D7,D7,D7,D8,D6,D5,C5,D6,D5,D7,D7,D6,D6,D6,D7,C5,D7,D6,D7,D6,D7,D7,D6,D6,D5,D7,D7,D6,D8,D5,D6,C7,D6,D7,D6,D7,D5
SADNESS,C22,M7,B10,H15,M15,O3,P21,F16,J19,D20,H14,K22,E24,P3,C20,M5,P3,P1,B14,G14,E17,A2,D5,J20,B13,A4,P19,K13,O20,O12,E5,C20,J6,I15,B15,O15,D7,K18,O6,F14,H2,G6,B6,G5,J3,C19,G14,G15,G9,P2,B6,J16,E5,G11,H23,F21,M16,B7,P3,F11,O8,M15,O5,G9,N23,C19,D3,G7,B21,A7,P7,M9,H10,P7,G9,P3,A20,K12,G15,P18,B3,D8,A10,P3,H20,H5,H15,G12,I9,A3,A3,H13,K21,P3,I7,K19,P3,H20,A5,F17
TOXIC,B6,B8,A5,C22,M3,G13,H18,P3,E20,C15,G6,I6,A7,P2,G24,P3,C20,F6,J16,P8,D20,G30,G24,B4,H25,I2,D23,G22,D15,G16,G15,J12,B6,A3,J18,O12,B10,P3,L23,P7,G21,H9,C20,E19,B5,H5,B5,G7,C19,K24,H13,H20,K7,M6,G9,M20,F20,B7,D27,P1,A12,D10,H3,B2,A9,J11,A7,G17,A7,K24,A3,E19,G3,G10,E11,P3,C26,F10,H3,P1,G9,A3,F13,M28,B10,K23,B11,H14,B18,C1,P3,B20,I14,D5,C21,J17,L7,B9,F20,P3
SUMMER,I10,G7,J16,I17,P3,J20,B6,L9,D10,H12,P8,G12,M7,J9,O17,P30,P9,G5,P10,B19,M5,M13,B15,O9,M9,D11,P3,O16,N20,G11,N5,F11,G15,D5,G9,P3,L17,P3,G10,M7,M9,H14,P3,G15,P3,P3,L15,D17,M17,P9,A10,J14,M13,P4,P14,O7,H14,G8,B3,N24,G11,F13,P8,M23,G12,G9,G9,J12,F14,G17,P15,H9,G16,I7,M15,G6,H9,K8,M14,O11,E13,M20,L17,M7,D20,L9,P3,H5,P3,N9,K9,C9,E21,J10,N14,J18,G11,E9,G10,C16
AUTUMN,J14,B7,D8,F14,D12,E11,A5,G13,D8,D14,D9,E10,E9,B13,D9,G10,F2,D11,D13,D8,B10,D5,E4,D12,D9,H11,C15,K19,D14,D7,C15,C6,D9,D9,D9,C14,D7,D7,D8,B8,G9,D6,E19,G11,D12,C8,D8,G6,O11,G10,D6,D9,F7,M12,C15,E13,A8,B7,D9,D7,D9,C5,E14,H13,D7,M10,D9,D7,E13,D6,D6,E9,D7,M15,D12,C14,C19,H15,D9,G11,D9,G6,D7,C15,C11,F6,G13,H9,F10,D9,B8,D7,D5,E9,D10,D7,B9,C15,E7,E8
WINTER,P8,M15,L15,P1,G9,L9,B12,B14,M3,M19,J14,O11,K15,C13,L4,N16,J4,N18,M5,D15,M5,M13,G13,L13,L10,G15,B13,J10,M2,J15,M24,N17,J10,G14,P3,H14,I11,N8,J17,K6,N17,I9,N22,G14,I3,M5,L15,J15,N9,G7,P4,J15,N5,O8,L8,H7,N21,P3,L19,C18,M4,K11,N17,P1,K13,N6,H10,F3,M15,I14,L7,M12,J7,N22,D9,A8,G10,J16,M17,G10,H14,K19,H20,A5,M12,O17,E14,J20,M14,C25,I10,M23,O12,C14,K12,G22,G13,O16,O15,H22
SPRING,G7,H16,K9,K18,L4,C23,H9,L9,C21,G14,H13,C20,C15,G8,G20,M16,N27,J15,P9,K13,P8,C21,A2,A7,L9,H8,G17,B2,J15,H14,P8,A6,E10,C21,D22,K24,E13,M12,L16,B12,D19,O8,H13,E11,I10,E11,P6,D7,M7,C17,A2,J12,D5,E6,M8,L6,C13,B8,J10,J14,B3,F8,H12,M17,H7,H13,F9,A9,G8,B5,B12,K9,H10,P3,K9,I10,H13,C22,O11,B8,H12,O7,A7,G15,K17,A8,A1,E15,G8,G5,L8,H10,B14,H11,C21,I10,L10,B3,B20,J14
HOPE,H10,O10,H10,G9,J3,H10,I10,G6,A2,H9,G16,O3,H9,N7,P3,G17,H6,L24,J13,H9,H9,H10,G14,M3,P1,N3,I3,A5,O3,I6,P5,I5,L8,H7,B24,G25,H9,M2,H9,O27,F23,J9,P4,P1,H20,P1,G12,H7,O4,H9,H10,G9,H10,O11,H15,M10,H7,G5,L15,H5,P9,G13,K11,M10,O6,G16,O16,H10,N3,L18,H13,O5,M28,H14,M3,P3,H14,J7,H9,M2,H6,H10,I1,J5,H9,K11,G8,G5,H8,O11,H8,K7,H5,H8,M17,H6,J15,K23,H14,M8
FEMINISM,G7,F5,G7,F7,F8,F9,F5,F9,F8,F7,F12,G5,F9,F6,F8,G11,F15,G13,F7,F5,F8,F5,F8,F9,F7,F9,F8,F9,F9,F9,F5,F8,G9,G6,F7,F14,F8,G12,F5,F7,F9,F8,F9,F5,F9,F7,F5,F11,B9,G6,F7,F7,F9,F9,F6,F9,F5,F9,F10,F8,F8,F5,E14,F8,F9,F9,F9,G15,H8,F14,F16,F9,F12,F9,F8,F9,F10,G7,G13,F5,F9,F7,F9,F15,F7,F7,F9,F9,F9,G11,F9,F7,F8,F9,F6,G15,G8,F9,F7,F8
SHRECK,N16,M15,B10,M16,A5,L9,M16,P3,M3,G5,G17,M8,P3,G6,P3,G17,M17,P3,H5,P3,F13,J9,I17,I20,E25,J11,E10,K24,P5,P8,P8,M9,G5,C23,P3,L22,P8,C7,C19,C19,L8,H9,L12,K13,A22,P5,P1,O4,L7,I2,P7,P3,O23,L28,A3,M2,M2,M3,I18,P3,N27,M2,G10,F23,A8,J21,B16,P3,P3,P3,D2,P4,B24,N9,P30,N16,C15,D7,D7,O8,M3,J17,P4,K7,N27,G9,P3,M15,J3,H10,N14,L3,G2,P3,P8,H11,I8,F1,P1,F6
TRACTOR,J19,G11,D20,L15,P3,P4,M19,F12,P5,C9,K14,D14,G5,P3,E13,M11,G7,K12,D2,P3,G17,M22,C16,P8,H12,O3,E27,P7,D25,K19,N24,N17,P8,A8,B12,G6,M17,G10,K24,G5,G5,P1,G8,E8,M7,G9,B18,J15,I8,O4,O11,F25,I4,G6,K22,K9,M14,A7,P10,M14,I19,I10,H8,F21,K15,M19,M16,G5,I9,O6,G5,L6,M16,D9,K19,G15,I11,L10,E16,G17,P6,G15,E12,E10,M13,K11,O5,I18,B9,H15,C21,B30,J20,I9,O12,L19,K22,M25,G11,N2
SONIC,P3,E15,E18,A4,C20,O7,G7,K21,I5,D5,P30,K19,P9,O4,P3,L7,M16,K10,C22,H23,C28,N28,D23,L8,F25,J3,K27,N17,D4,O7,D15,N25,A7,O6,E9,G5,E16,G8,A7,P8,G6,H2,N11,P2,B15,P7,O3,I23,F13,G25,O2,K3,O9,H3,C20,C19,D11,C12,N19,H9,D3,C20,A19,A1,B10,H25,P4,P3,A1,C27,K20,G14,N22,A7,K19,J7,C13,I7,O8,G9,K20,P3,P3,K3,K11,O14,G15,H9,A3,C16,P30,M9,D7,G20,L3,G4,D10,A11,P21,B3
PIKACHU,N14,M19,P3,O30,N19,I20,H11,E15,J19,P2,K11,K14,M3,P10,P7,G13,F5,K25,O10,L3,I4,P30,M25,P30,E24,E23,M23,B16,O17,D19,J6,M26,N9,D3,M13,O5,I9,N29,N14,O20,I10,J9,G8,O3,E24,D20,M16,F15,H18,B24,F9,P4,F23,O14,M14,M16,N25,F17,J22,N8,M25,M26,M23,F8,P3,L19,O20,O7,P30,C20,M7,C24,P3,G18,M17,M28,L24,O6,D11,G11,O22,J18,G19,P7,J16,P1,O21,P3,J3,H14,O21,H19,M11,L13,F24,M21,K25,O20,O1,J3
HULK,G7,H7,G5,H9,H7,G7,G8,G7,H9,G5,G4,H9,G5,G5,G5,G7,G9,G5,G8,G5,G8,G6,G9,G6,G5,G6,G6,G5,H6,G7,H7,G9,G8,G8,G6,G8,G5,H7,G9,G5,H9,G5,G14,G8,G9,G7,G10,H7,G9,G10,G15,G5,G8,G5,G7,G5,G4,G7,H11,G7,H9,G7,G5,H11,G6,G7,G5,G6,G5,H10,G7,H5,H9,G7,H7,G6,H8,H13,H6,H9,G9,G5,G9,G3,G6,G5,H9,G7,G7,G7,H7,G7,H5,G7,G7,H6,H7,G5,G8,G8
