Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,M15,M19,C23,M12,O13,M17,M15,M15,M12,N15,M13,P15,M15,O26,G9,O17,P22,P19,M15,M16,M10,H13,M7,M12,M19,M12,M18,M15,M12,M12,P10,M12,M12,N14,M19,M12,M23,M10,M14,M14,M18,N8,E11,M15,M15,P11,M18,M10,M14,M12,M9,M14,M15,M16,P15,D20,P20,M12,M10,M15,M15,P18,O24,M19,M14,N9,M15,O24,M12,P21,M10,N24,M14,M17,P16,E8,M13,N13,M9,M12,M21,N9,E9,M10,N13,G9,M14,P19,O18,P19,D15,M14,M13,O16,M17,M20,M14,M17,N9,O12
LAVENDER,P28,M17,L18,K27,G14,K16,K27,K18,L15,K12,P14,K15,L9,L18,K19,L16,E18,K28,K14,G19,I19,K30,K11,K16,M12,G12,K19,K22,G20,M24,H18,K14,L9,M28,E9,E17,H18,E2,L14,K10,G19,K24,K18,H12,H28,M9,G17,L10,K20,K19,K19,P5,C30,K14,J19,K19,K21,K19,K15,G19,K14,L19,G18,K18,K19,G18,M19,L17,N11,G16,L19,H18,O9,K28,L18,K9,K3,K16,E29,O16,J13,I10,G21,K19,L17,K18,K30,L19,K19,G17,K25,K24,K23,M17,G17,L15,H29,D14,K13,J28
POPPY,P12,P9,P17,P19,P22,P20,P19,P14,O23,P19,P1,P9,P17,P19,O9,O30,P9,O14,P28,P17,N30,P9,P12,P18,P18,P17,P30,P13,P19,P19,P25,P12,P7,P19,O30,P30,P19,P12,O21,P11,P9,P17,D11,P24,P19,P16,C13,P22,M19,P20,E18,P19,O24,P30,P19,P27,P13,P20,P19,P29,P18,N30,P29,P16,P13,P11,O10,O30,O30,P19,P10,P8,O4,P12,P28,E13,P9,E29,P9,P19,P9,P17,P26,P19,P22,P16,P14,P19,P21,O25,N15,O19,P29,I9,P16,P21,P30,P28,P17,P10
WHEAT,H14,F15,P13,E17,P12,F20,O9,H17,I10,H15,K21,I26,H15,N17,P30,L20,K18,M8,K9,H19,J19,H22,K22,O1,K17,H12,P19,I10,G14,O18,P19,M17,K3,B17,M11,L11,P15,M24,G14,G15,G23,P25,G30,I5,E7,J22,O24,P20,P12,F17,M10,M16,E27,M15,K12,E15,F10,M16,H25,G25,H14,O13,M16,H18,O22,O15,G19,O26,M13,O15,G17,M15,F8,G11,G18,M16,P12,H15,M18,G12,P14,G17,E16,O28,G16,O24,G8,K17,M8,I18,O19,K17,J10,K17,G17,G19,G12,G26,G15,N27
CARNATION,C18,E9,C18,D14,D12,D14,E10,D16,E14,D5,C13,B30,C16,D11,D13,E13,E17,D24,C21,D7,E10,D7,E10,A23,C14,D3,B8,D5,B2,C20,E13,D5,E3,C15,E7,E9,E2,G12,D17,C13,D17,C18,E11,C20,C16,D6,E15,E10,C14,E11,E16,G15,B15,C19,C12,D9,D22,C15,E11,C20,E12,D10,C15,C14,E16,E1,E15,D14,D16,C13,D11,D9,C12,C21,C14,D18,C15,D9,E6,E10,D16,D7,E10,E12,C16,E16,D20,C16,A20,D14,E19,C16,C22,D10,C15,D11,E9,E8,E1,E14
CORAL,B17,C12,D10,D8,E10,E14,A15,E4,D12,E15,C13,C12,E11,F4,E14,F9,D11,E12,D13,D8,E13,A12,F4,D13,C12,D8,E10,E11,D12,B13,C16,E10,D11,D7,B19,A16,E9,C13,D10,B21,C14,C12,G13,D14,E10,C20,D9,B15,E22,E18,F5,D11,E8,E13,G6,C14,F12,D18,E13,F6,A13,D12,B13,D8,E10,B13,F9,E16,D12,E14,D10,E11,C14,G14,D12,C10,D15,D13,E14,F11,D11,I2,C22,C14,D11,D14,F8,E13,E13,E13,P14,C15,D6,H13,G15,D8,B14,A19,E10,D15
MINT,N9,M12,P16,M12,M9,N27,M13,M12,P9,M15,O15,O16,P17,M14,M13,N17,M18,N19,P23,N9,M13,M9,M14,O20,O23,N7,O11,M15,M11,P19,M15,M10,M17,M14,O17,M6,O14,M16,M9,M14,L19,N13,M12,M9,M12,N20,P9,O10,N24,M12,O4,M10,P18,P16,N15,M15,N17,M18,N13,O21,M15,M16,N4,M11,M10,O19,M9,P22,N30,M12,M12,P14,P18,M12,M15,M9,N12,N19,N18,M12,M15,M12,N9,N8,O10,P13,M12,M14,M12,N9,M12,O28,M11,M10,M10,M14,O25,K9,M13,N11
WOOD,D17,D10,E3,B30,A12,K17,E14,F7,G16,G11,E15,B2,E13,C14,P29,B11,E14,E18,B17,E18,E17,E8,C12,D17,E19,G18,F19,D9,K24,H19,E14,G16,G28,A12,G15,C20,E4,C10,E17,E22,J21,G13,G17,G22,G17,A22,C22,F14,E19,G17,E14,D15,E10,G17,O28,C18,E10,E15,H17,E23,I15,M10,F12,C19,D16,J17,F22,D10,C11,C12,G12,E12,H14,H14,L20,E5,C17,C18,H17,G20,G13,E9,O27,G18,D22,G16,E14,D16,L27,E16,G14,G18,P24,H18,F17,D10,D9,H20,G14,C3
HURRICANE,G17,D18,G10,G19,G24,F8,G19,E14,C18,F11,G22,H17,G21,M14,E9,N12,G13,G18,G25,F5,G23,G10,G20,F14,P15,G9,F8,G11,H10,G10,G9,C22,H17,G15,E9,P19,G17,F19,E11,D20,G9,E8,E9,O14,F3,E9,D9,G15,G16,G15,G18,D9,G12,G22,N12,F17,G18,G17,G16,G13,G8,E6,O16,J10,G10,G18,H14,O18,G15,D20,C12,G18,G14,G12,G11,G9,F8,O8,L9,P16,G9,E9,G13,E5,F23,F7,I3,A30,G19,F13,M30,E19,P19,J14,H13,G17,F15,P30,N14,F6
SKIN,A30,B24,D17,G20,P16,P16,P18,A1,G18,N16,I12,H10,O21,G18,D17,P27,J5,J15,G17,P11,P27,H18,G19,P30,C30,P18,C20,M13,D15,P20,C25,D14,C30,G18,M22,B27,N30,E10,E17,B19,A30,A11,G14,C25,A15,M20,H15,E25,P29,D19,C25,C22,P18,H22,O24,G17,O22,G19,P25,F25,G23,O2,P27,O13,O17,E15,G18,O10,P15,E11,A6,D26,K17,E17,O19,H20,H20,B25,M21,G30,N19,O15,P26,K18,B28,E17,E18,G18,D30,G19,C22,O20,L19,G28,D15,P18,M21,F22,J30,G14
FIRE,F16,F6,E7,E13,E12,F8,F6,C10,D3,C30,E10,F10,D7,E6,E14,G12,F9,D15,A8,D7,E13,E7,E5,F9,F8,E3,F6,G13,C6,A3,G22,G11,G4,F9,H13,G13,B20,F7,F7,G12,E3,F13,F9,D6,K30,F7,E5,E17,E13,F9,F9,G4,E10,G6,D15,F7,E12,E7,E15,F8,G12,F3,F9,E9,E15,E9,D6,E9,G16,F14,E3,C6,F5,D14,F10,G7,C12,F3,E8,G7,G17,G3,C9,D8,G10,F8,F7,F9,F5,G9,G3,G5,G17,E14,G9,B9,E4,E10,H9,G12
SAND,D15,G24,L19,P30,E19,K23,P30,M12,G21,P23,N20,D10,C10,K8,E11,D13,E24,N29,F10,G14,G15,G30,G12,G19,P8,E16,G15,G24,G15,O13,G19,H16,G19,G24,G10,G17,M13,O29,D13,N24,G19,G7,F10,D18,G24,E14,C3,F24,G8,B19,E17,G26,D22,E30,C10,P30,G23,M13,H10,G17,F8,A9,E10,P18,M19,K24,F5,E10,F27,L12,K19,H20,O9,J16,E18,B30,G25,E4,H18,O18,G16,F22,G17,H17,L9,D9,F6,O25,C22,H11,P18,G7,F17,O21,F16,G23,I7,G12,A15,G10
SEA,B5,D20,F11,D6,E15,D13,D9,B11,D17,E14,E14,A30,G19,A27,C18,E15,C25,D18,D17,D1,B24,E12,A3,J24,O18,E14,D8,A13,A14,E16,G19,F7,O24,E1,E9,E15,P25,E20,D10,D15,E4,E12,G19,E10,M23,E15,E17,E12,B22,C22,D13,B15,A10,E14,C20,E9,B17,C12,G14,D10,E30,D11,E17,G17,E6,D18,E3,E10,P12,B9,E15,D17,D12,D6,E24,C21,D30,P1,G15,E14,E6,D12,D7,G17,E15,D15,C26,C10,D13,B22,A20,D14,D10,G8,D11,D30,A25,C10,D17,D7
MUD,N9,M14,M18,M15,P16,M12,O15,M19,M12,P20,O22,O15,M16,M14,N19,O14,M18,P15,P19,M13,M12,E12,M15,M11,O23,O10,M11,N19,P18,O23,O1,M11,N10,M20,M10,M18,O19,O7,M15,B11,O19,P13,E19,O18,M17,P19,P16,E17,O11,M12,P10,P14,M14,L11,D12,P7,M13,O27,N15,O17,M10,M19,O21,O1,O16,M15,M12,P16,M11,P16,N15,M11,M12,N14,P12,H20,P7,P9,M18,P19,M14,P27,M10,M13,C24,N15,N22,P9,M10,P7,P12,K11,M15,M9,M12,M11,M16,M12,H22,M8
GRASS,M25,N30,M20,M16,M19,L25,L10,M19,N28,M20,M16,M19,M18,M18,M20,P13,M14,O19,M19,K22,M15,M14,O17,M9,N20,M7,K24,M16,L10,N25,N18,M19,N19,M20,M30,N20,M19,M20,M28,P14,N20,M19,M19,N22,M24,G30,N30,M9,M17,M21,M17,N28,M13,N17,P15,M24,O19,O18,P19,M17,M15,N20,P10,M25,N17,P25,K28,M18,M25,O19,O17,M19,N19,P13,M17,N19,O20,P21,M16,M20,O17,M8,O20,M19,M13,M19,N15,M15,M19,P15,N25,N17,P26,P9,N9,M19,O18,N15,G19,M25
POND,P18,P12,P9,P12,P14,P13,P20,P11,P16,P30,P12,P15,P14,P12,P11,P8,N19,P30,P20,P15,P9,P13,P12,P30,N20,P14,P18,P18,P9,P9,P12,P10,O30,P20,P19,P12,P4,P9,P19,P12,P13,P19,P13,P12,P14,P12,P9,P12,P6,P16,P10,P15,P10,P28,P9,P16,P9,P9,P13,P12,P15,P14,P17,P12,P8,P15,P19,P9,P30,N30,P10,P16,P16,P15,P11,P20,P30,P17,P19,P12,P9,P12,P11,P20,P9,P17,P13,P10,P17,P20,P16,P5,P9,P12,P10,P8,A14,P11,P10,P14
SUNRISE,H17,G6,G15,F9,D5,G7,C15,F7,F12,E15,G17,H9,H27,F3,G7,G7,G7,G12,O25,E6,G16,G8,G7,E18,F12,G7,G24,G9,E9,F7,H13,F10,D2,E11,G10,H13,C14,G3,E8,D15,H15,G7,H18,E10,G17,E21,F8,E8,E16,G10,H5,H21,I5,D14,E12,F7,G25,D4,E12,G6,G10,F4,C28,G4,M7,G8,D12,G7,H14,B3,G22,E13,G10,G11,A5,J7,O6,J13,F7,D4,E30,D7,F21,G15,C14,E18,G5,G18,D14,O7,E20,O25,O15,I15,F10,G6,H15,G9,A15,G3
MOSS,N7,A30,K17,M17,M19,N24,M14,P17,N20,H16,G4,P23,D14,O8,H22,M19,M22,O14,N19,P18,F8,M17,M13,N21,P9,D17,M16,M20,E17,N17,H21,E16,N14,P17,O19,N20,M19,K17,N14,E14,N21,O26,O18,K21,P18,P19,K25,N26,M19,O18,K24,O16,D24,H22,M15,N18,M22,P20,O13,O22,P26,G17,B27,P25,D18,H18,N17,P12,L17,N10,M20,M14,L25,O9,D30,C8,O14,M18,M17,P28,N19,M12,N2,P17,H20,N19,O13,P19,L26,N26,M11,M17,K27,D19,N20,M17,C20,O21,P9,P13
SKY,N10,H19,I29,P25,C5,N27,D30,C17,G25,D19,M25,G20,G2,H25,H17,K22,D20,P22,P19,O19,O19,G17,O24,P5,F14,F7,O13,K21,C17,A30,M26,G29,K19,K13,D15,H20,P14,E25,B20,H20,E14,H27,J28,M19,E14,I24,G17,E12,O13,K15,P10,E17,G30,D9,K28,H28,G30,H17,B21,N27,O25,G24,G20,E17,P16,K30,O10,B30,P30,G17,E15,D11,B30,P28,C26,O29,O9,N18,C15,G3,G19,K9,G23,P30,A26,K14,H14,M15,G30,C20,C20,M25,G18,K24,G25,P9,B17,G28,D8,G16
THUNDERBOLT,B10,P30,E15,B27,B27,E14,G19,B20,P17,G27,B12,F18,E27,J16,G22,G10,O27,B26,P30,B17,F13,G18,D15,O12,E12,H25,E15,K20,P19,H28,E28,F20,P30,H30,B28,D27,C26,O29,H27,H22,G27,B23,P9,N28,P30,E25,P30,A12,P30,G20,H30,G19,E14,F19,G19,C12,E13,P30,D26,B21,M25,D18,A15,C18,O25,P12,O27,G27,E14,G24,H25,P30,F20,E19,G11,P27,D16,D30,C28,G15,F20,G25,E27,O28,O28,D25,H14,F17,D18,P7,M20,P20,G19,G10,P30,D20,G26,D18,D24,J28
BLOOD,D7,C10,B11,C6,D8,D10,B14,E14,D10,D5,D10,H13,D8,B12,E3,C15,D8,D7,C8,F10,D10,D7,B13,B4,D5,D8,D6,B20,D7,F15,D14,G15,D11,D14,E13,E9,B11,A21,B7,B10,D12,E11,E13,E8,D8,B5,D6,F9,C12,B12,E9,E14,E11,C8,D12,C14,D5,D8,E14,E3,C12,B3,C13,E22,D9,A8,D6,D9,F10,D7,E16,G3,E13,F6,D8,D8,D6,E8,D5,E12,B5,C8,C16,E6,C7,D7,D10,D15,C11,B8,B8,C15,E13,F9,E10,E5,D7,B11,F9,C13
SUNSET,F7,D7,E11,G7,E18,G9,E10,F10,C14,D9,D3,F1,F19,F30,G14,M18,I23,F12,E30,G14,E10,D8,D9,G12,G7,G16,C14,D22,F10,G16,G18,D12,F12,F6,C23,F3,C22,F9,E9,E14,B12,F10,E8,G14,D30,E5,E10,A15,D7,C24,E19,D10,C13,G8,D6,G30,E15,E11,G22,F10,L25,E14,D30,F14,C14,E12,E9,C13,I9,C15,D17,G7,G13,G17,I23,D7,E10,D8,D10,E8,E14,B19,D14,G16,C16,A19,G15,E12,G18,A12,E13,H15,D13,J14,E14,E22,B17,E14,C21,G10
SHAME,G19,E18,A11,A22,D10,E15,J8,A16,B15,F24,N21,P20,G23,C15,P30,D24,H30,E16,E13,A11,C20,A22,D14,K27,A19,G18,D17,A29,H21,B3,O28,F15,O7,F27,G18,G18,A30,A21,A20,G27,J19,O22,K27,D17,B8,D23,O16,D13,C20,P2,E17,B23,G25,G28,B14,D18,D25,G8,H19,C24,I16,O25,N30,G17,F9,A22,G11,F14,D20,O19,D19,B16,O9,D15,N16,E12,B22,G15,G13,D9,A9,O23,N30,P17,C25,A18,G27,O26,D12,N25,H15,I3,P14,P30,P29,E14,B20,F7,E17,M8
RELAX,H26,A28,F19,E15,F15,G29,K25,A19,C26,G18,G19,O22,E13,G25,H19,E12,G12,P30,B30,F15,F21,A18,G17,E25,B22,E15,G20,D19,H16,E19,D18,A26,G28,G28,G20,D15,B20,P19,E16,G24,H13,H28,E16,O28,E16,A12,C18,E19,P18,G16,H12,E15,B15,F21,H17,H20,O25,E11,C19,P30,G20,E13,E27,G23,K19,G15,E12,P22,E19,G16,G30,G15,P27,D17,E10,P19,C17,D15,H22,E10,P21,G20,E17,E17,L10,G11,D14,G19,M9,H19,P19,D10,G19,K27,E15,D18,C15,D14,E16,G27
ECOLOGY,D12,E16,D20,E15,E15,E16,D19,E17,E15,D21,E10,E15,E14,E13,D12,E12,E17,C16,C24,D16,E13,G20,E15,E13,H21,D17,E16,E15,D21,E16,E17,E23,D20,E13,E15,E17,E13,E18,E17,D7,E10,E15,D20,E16,E16,E13,E18,D17,D8,G15,C19,D19,E22,E17,E19,E18,E14,E17,D11,D19,D11,D28,D15,E11,E18,E10,E17,D11,D16,E14,E16,E17,E14,D11,E11,F15,E11,D19,C20,D9,E13,E13,E12,D14,E15,E10,E13,D12,E14,D15,D15,D22,C20,E10,E18,E14,D13,E10,E19,G5
PEACE,O25,P25,P10,P4,O29,P30,A19,N16,D10,P20,P18,P30,P30,P23,P19,O19,P9,P18,E12,P30,M13,O23,P30,P30,P18,P21,P22,P4,P30,P29,P30,P13,M15,P19,P23,P15,P20,N23,D30,P9,P18,O24,P20,P21,P30,P29,P28,M7,P18,P30,P30,P19,O23,O29,P20,P22,P30,P18,P17,P28,P30,P20,P25,A3,P30,N23,P29,P29,P13,P21,P21,P17,P17,P30,P29,P21,P25,P19,P24,O25,P19,P20,O30,P20,P30,P19,P20,G17,O26,O19,P10,P8,P24,D24,P30,P12,P15,P18,P12,H15
RAGE,A3,C15,D20,D15,E10,G15,H22,A10,C14,D13,G22,F10,A5,E12,E17,E6,E12,F13,P9,E12,D9,E21,E22,O24,B11,F5,P8,A18,D3,F15,E19,B24,G16,P30,E13,E23,G8,C30,E14,A12,D11,G9,G10,I26,E20,F19,E4,E20,E3,C12,G22,D10,E17,E12,C23,G13,E12,E11,G19,E12,B8,A24,G25,A16,G18,E12,E15,E11,B13,B10,E15,H14,P25,D10,A3,A16,A22,G19,G23,F29,P19,A6,C13,P14,G9,E12,K12,D19,C24,P17,C14,D30,D16,D7,D12,H20,F7,D9,A16,E14
DISGUST,D15,D18,G20,B30,P30,C20,E16,G28,G21,F9,G23,P18,D10,K23,C17,D19,E13,G14,G25,G24,H19,P19,E19,A22,G14,C7,C17,E14,D7,E19,E14,P17,F24,N3,C23,G26,E19,C20,E15,E17,C6,E25,C21,O23,C11,G18,G30,B27,E16,A11,E11,E13,B24,I7,P9,E14,G23,D24,F25,G23,N24,M12,B14,D22,E10,E15,C20,E18,A10,F18,D16,M10,J16,O10,H19,G19,I13,G20,P30,P30,H24,P20,C12,E15,E19,P30,J25,P18,C12,D20,G17,D21,G25,D17,F19,B23,O10,J25,G29,O26
HAPINESS,G14,B19,H16,H12,E10,G10,G12,E10,D20,H11,G11,H10,F15,G11,H10,I25,H15,O12,G9,E9,E7,E9,G25,P19,G8,F14,F9,F14,G17,D18,E11,G8,G20,G13,F9,G22,B11,B9,G16,D22,G14,D10,H13,F6,L3,G15,G18,D2,G10,F10,K17,C17,G21,G12,B14,H16,H11,H13,A10,G17,G19,G11,G30,P18,G14,C20,I9,G24,D8,G10,B12,A9,J24,F17,K5,F7,E13,G12,G16,H11,E14,H17,H11,H8,G17,F14,F13,H15,H17,E10,K8,E13,G10,G13,G12,L11,G20,G21,F9,F18
LONELINESS,M13,P18,L12,G10,K17,K18,L10,J28,P15,L15,M11,J11,K16,H18,M11,L8,E9,K17,M17,M18,K12,G19,P16,L13,K8,E17,M17,I10,F18,M12,J11,P17,L12,K10,H16,G10,E12,M15,K10,J13,F18,E8,M13,H13,I18,E9,L18,H7,B30,L9,K9,N10,I26,K17,H22,G15,O14,L15,D27,L9,G14,L15,M14,M11,L13,E10,M15,G11,M11,N18,K16,N16,K10,G7,N17,G16,K17,H14,E15,O13,B15,M17,K14,K12,C18,O15,C19,G10,L8,P12,M27,K8,G12,M15,K19,L15,K17,D7,O17,K19
DANGER,E9,D15,D12,C15,D13,D17,D16,D11,B5,D18,E12,D12,D12,D7,E8,D12,E8,D13,C4,D16,E11,D20,D10,C6,C14,D10,D15,C11,D12,D12,G14,D13,D13,G17,D15,C20,C10,B15,C10,D12,D7,C17,D12,D12,D16,D12,D14,D12,D14,D15,C13,C20,C15,D16,D14,D14,C12,D13,D10,D15,D18,D12,D12,D10,D13,D18,D12,D14,C20,D7,D11,D9,C21,D11,D13,D12,D12,D20,D15,D11,D17,A30,D12,C10,D13,D15,D13,D13,D14,D12,C20,C6,D12,C14,C1,C9,D12,D19,D20,G19
SADNESS,P4,D10,H21,L17,D8,F20,J19,D19,D11,G16,M9,G25,D13,F23,E16,H20,A13,E15,P30,E12,A15,G18,G16,P30,G3,L11,D14,E13,B30,F9,F22,O24,B20,E15,G25,I22,P27,G25,A10,G11,E8,C20,B20,N15,J8,P20,E9,C18,O23,E11,F26,B12,O18,B20,P30,G15,P15,K17,K18,D18,F18,F21,P30,B30,O24,J11,E10,H19,B16,P14,F14,P22,O19,E12,E15,D13,B19,E15,C14,I17,D30,P22,E7,P13,P2,E15,J12,E11,D11,E8,F5,D21,C17,G14,F12,C11,O18,N17,O11,A3
TOXIC,A18,D18,D27,H30,E15,P25,P30,B20,F15,A2,H28,G10,G22,B8,E18,F15,C30,C18,B17,D15,G23,P3,P30,G30,D22,E18,I16,C12,E18,H30,F23,E6,B30,B23,A2,D1,D27,G15,A30,G10,C13,D30,E17,E19,E4,G27,E14,E12,P16,G30,E15,E20,C23,J3,E17,F11,C30,G17,E13,G19,P14,P25,E28,E20,J26,E17,B12,P24,A14,F9,C12,E16,C30,D18,E16,G15,E29,C20,F19,H25,C1,P26,D18,E22,P30,C21,D18,G22,D28,F18,G9,B17,C22,E15,C30,P28,E13,A9,G25,C17
SUMMER,F17,D19,F11,E10,P17,G20,E13,F13,G18,D15,B20,E12,E12,E14,A25,G26,F11,G16,E10,I21,P21,G15,D5,F19,G17,H19,G22,F16,E15,O20,O10,G18,G10,G14,O19,G21,G14,P30,F22,G20,G23,P17,G20,O25,H13,G15,H25,G16,D14,D25,P28,D25,O26,H17,D10,E17,G18,E7,F20,D13,G13,E3,D25,G18,G19,G14,G13,D9,G20,G25,D16,G21,F15,D9,P18,F18,G19,G10,D13,E18,E19,P30,G20,F13,G13,F10,H10,G14,G22,B17,E30,D15,D14,N24,G26,P22,F13,G13,G27,F19
AUTUMN,D17,D10,G10,D7,E12,G17,E14,D14,B13,C15,E15,D8,C14,C11,D14,E11,D12,C10,G11,C20,F8,B17,G11,F7,E17,E17,F14,O13,E17,E13,F12,B17,D10,G12,D11,D11,D8,B15,D15,C17,B14,E8,D13,E15,G10,D9,D11,D7,D13,B11,G13,D10,G11,D10,G10,E11,F14,D8,E8,E14,D12,D12,C11,C11,A12,E15,D10,E14,G11,F7,D11,F10,E17,G13,D10,D12,D8,D13,D8,D15,D11,D13,B17,G14,A17,D16,C20,D11,C17,C11,C16,B14,D14,D14,D10,E8,F14,E17,E18,D11
WINTER,P25,C15,F15,O16,P18,D12,D7,O8,F13,G17,O18,O12,F12,G17,D13,M13,M16,G18,O14,G10,H18,G13,L19,D30,J25,K4,P17,G17,E18,O24,G26,D8,P18,M11,H28,D16,B19,C30,B26,G17,N22,B8,M25,C26,E16,H18,A8,J14,G10,N13,G15,A27,J6,I8,E18,H9,M15,G25,G19,A30,L27,G3,G11,G15,K21,H22,B17,N13,G14,P8,M8,P16,E10,P13,H18,I7,G18,N10,P20,O12,C27,P27,C25,C10,G25,A25,N18,P12,O9,H18,E13,P10,D7,C17,E9,K9,O27,P17,H20,O27
SPRING,C3,E10,E12,D25,C20,F15,B14,A20,H21,G20,E10,E10,D16,G18,D18,C11,E10,G14,F7,F16,D18,H10,B9,D24,C5,D12,E15,D20,E13,C21,F17,B6,O15,E13,P19,E10,D18,G18,B13,D30,P13,C17,C22,E13,D14,D20,E16,K16,O19,B18,D20,E14,E12,A17,E11,O6,E9,C19,B14,E10,B16,A9,G17,C21,M16,E10,E10,F10,F15,E15,A25,D17,C11,F15,D7,E3,D14,E14,A10,A18,G11,G19,G21,G17,E10,D20,E12,B24,E12,E26,G21,E17,D4,E14,A12,D18,B12,B18,B12,D25
HOPE,G19,B23,H25,P18,G9,J25,D15,G6,P3,C19,D21,F20,P25,G16,G25,G10,A30,E13,G20,P12,H18,G16,C15,I13,D11,D10,H18,C29,G10,M13,K4,G23,N22,O20,H21,G15,G20,O26,A18,K14,G22,B12,I10,O26,O8,A27,O9,L16,E13,D16,P8,M24,O27,M17,F20,A13,O17,P24,E10,D12,M29,H17,O13,G24,H17,I18,P30,H13,C22,E14,E12,E17,F18,D14,J9,F30,O10,O24,O18,D28,A16,E10,G9,P9,B22,G18,B2,H12,G17,H10,G19,H18,F13,O28,H30,B30,O27,I20,M20,G4
FEMINISM,F10,E13,H14,F21,G13,B20,E11,F10,G5,F5,F11,F18,F18,E9,G9,E10,G19,E7,F16,E12,G14,G8,G18,G18,D9,C19,F15,B14,F17,O10,E10,H18,G15,C14,F11,G16,F10,E14,F15,G19,B12,G18,E10,G20,F18,F8,E15,F13,E12,G18,E9,E8,F16,F16,G19,D11,G7,G15,H6,G12,F17,E8,K21,E7,G7,F9,F12,F10,G3,E12,E13,E13,F9,E9,E7,E10,F11,H3,H12,E5,E9,E9,E9,E8,D10,O22,E16,D13,E11,F14,F15,G20,F15,C27,F10,H18,E17,E9,E12,G10
SHRECK,H13,E14,O15,G11,A2,P19,O9,D25,J13,O15,C27,G24,B29,E10,P30,O17,E23,A11,P30,P17,P30,G23,O29,P30,N16,E15,E14,J14,M15,J15,D19,O10,P18,K29,M24,O16,G18,A3,D27,O25,G12,H12,P10,O18,C28,P30,M29,D17,C17,N20,B24,G10,G18,A29,P15,E30,H26,G5,A30,L14,J15,M12,A29,P19,B13,F13,A2,C23,P30,B30,E19,K22,G21,O28,P2,P13,E12,O17,D19,O30,N11,A17,B22,P30,O22,E16,P30,P28,D26,K7,O8,B10,H19,O6,G23,E12,K22,D4,E11,P4
TRACTOR,D18,P24,I27,F18,C11,F19,O25,E12,E15,C16,G18,E15,E17,G25,G22,H20,G14,D19,D16,E11,E18,H10,P25,P30,M9,E14,E14,E12,D23,O21,C25,B20,G20,F30,B30,A14,H28,A13,F25,A6,G19,A20,E17,K17,E16,B27,E14,C20,B19,C18,G15,G27,E9,A18,G15,D16,G24,E15,E19,P22,D27,O25,G24,F16,E18,C20,C24,K22,C24,D13,P18,A16,F10,E18,O29,D17,P20,G19,E12,H22,A1,O23,D19,C25,H9,E22,D20,E12,G14,E13,E20,E19,G14,D13,P30,D8,G19,C22,G27,G20
SONIC,O27,G3,K23,A6,B22,G14,O20,D15,P18,G14,G25,C24,O13,P27,O26,G19,H25,F12,P29,P30,A29,O28,A24,D14,O15,P20,G9,G19,G23,O28,P27,F16,G8,O10,C13,A3,D23,P29,O18,P25,G7,I20,G19,B11,E12,B22,D18,P18,D10,F15,K11,D19,H27,G17,B27,E8,A26,G25,G19,B18,P19,E18,G18,G20,C25,F21,P29,A27,C27,G22,N14,E16,P10,E13,E20,F19,E15,P19,D19,E14,G25,E20,A30,N27,G10,D20,N8,P25,P29,G25,E15,P24,G19,E17,P30,B23,N13,G3,M24,G21
PIKACHU,C23,B24,K3,C18,E9,P16,C29,G19,F29,O10,J24,G14,P30,O26,F8,A23,G18,E30,P30,C20,G10,M8,O25,K16,K3,G27,O28,D11,M23,D18,M22,F10,P30,K24,P17,A30,P20,D26,E13,P30,D25,P14,D18,M19,B30,P17,D17,P24,O15,P30,M10,P18,G25,D7,L25,P9,G16,K27,D16,P30,H22,P21,O28,G19,D21,E26,E22,C14,C22,P17,F17,P30,G19,E14,H28,P23,P30,G25,G12,N20,F19,G18,E10,H28,N8,B28,E8,N23,K15,P20,E20,K25,E17,D13,G7,C23,M30,C12,E18,F15
HULK,G5,G14,O19,G6,H16,F14,G8,P7,L11,G12,G11,P16,G5,G13,P12,H10,G22,H12,H12,G17,G13,H15,G14,H12,G12,G12,G27,N19,H10,H16,F19,G7,K13,G19,A2,G10,G10,H14,M9,G12,G10,H14,J14,D14,K10,H17,G12,G19,G5,G10,P13,H11,P17,C9,G16,G14,J13,G11,G13,G16,G9,G8,F12,G19,H12,H9,F14,G16,H10,G9,I18,G9,P28,H14,M9,K9,G15,G18,G20,G10,G14,I17,G2,G13,G10,G9,G20,G14,L22,D11,G10,H12,C10,G14,G9,H13,P15,H16,G13,G8
