Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,H15,I16,I25,P30,K1,P1,J15,M25,H18,H20,G16,J15,P30,I15,I15,H15,K15,I15,I15,G15,I25,I15,K20,I15,H20,G16,G17,I25,J25,M15,H1,L15,M28,G18,I15,H15,H15,K15,M15,G1,J25,I15,I15,M15,I15,H17,I15,M15,I15,G17,I20,M15,P30,H15,L15,I15,J15,H16,P30,G15,H1,J25,L15,L25,I15,I15,I15,H15,J18,H18,P30,H25,I18,L1,J2,H15,I15,M15,K15,L15,I16,M15,G15,I20,K15,H17,I15,M15,G15,H20,P30,J15,L1,M15,J18,I15,M15,M15,H15,P1
LAVENDER,A19,G18,A15,G17,G18,G18,G20,G20,A25,G19,H19,G19,E19,C18,H25,G20,G20,C19,E20,F15,E15,C18,C18,G19,A20,H20,F16,H18,G18,H18,G18,F20,A20,A15,G18,A15,H18,G20,H25,G17,H17,F16,G18,A18,G20,A18,G17,G20,C17,F20,H20,H19,G19,G20,H18,A15,A25,C19,A15,G20,A15,G18,G18,E18,G18,G18,G19,H25,A18,G20,H25,G18,G18,H18,H19,F18,E15,F20,F20,A15,G18,G17,G18,G18,G18,H25,G25,G18,G18,G19,H18,F20,A15,E19,G18,E20,G25,G19,F25,C19
POPPY,A1,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A15,A1,A15,A1,A1,A15,A15,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A15,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
WHEAT,G1,H4,G1,E1,G1,G1,G1,E1,H1,H1,G1,G1,G1,G5,G1,G1,G1,G1,G5,G5,E1,G1,G5,G1,G5,G1,G1,E1,G1,E1,E1,G5,G1,G3,E1,G1,G1,G1,E1,G1,G1,G5,G5,G1,G1,E1,E1,G1,G5,G1,H5,E1,E1,G1,G1,E5,G5,G1,E1,G1,G5,G5,G3,E1,G1,E1,G1,E1,E1,E1,G5,G5,G1,E1,G1,E1,G5,G3,G3,G1,E1,E5,G1,G5,G5,E1,E5,E5,G1,E1,E1,G1,G1,G1,E1,E1,E5,E1,E5,E5
CARNATION,C13,E16,F15,C10,A15,G15,G15,F14,G18,G14,A1,E10,E15,D15,C15,E15,H15,D15,G16,C10,A1,H15,G15,G15,A1,A15,F12,G14,G16,A15,C15,A14,G16,A15,C13,C15,G15,E16,C15,G16,H18,E15,D15,D14,A1,A15,H15,E18,E15,A15,G18,G14,C15,C16,G18,C14,H14,H15,A1,E15,E18,A14,A1,C15,A15,C15,F15,H15,C16,E18,G15,E15,G15,F10,G15,G18,A1,D15,D14,A15,A15,D15,C15,G14,C15,D15,A15,A1,A15,H15,D15,F16,G15,F16,G17,F18,F10,F14,E10,C15
CORAL,D15,D15,A15,A10,D15,B14,E10,A15,D12,D15,D15,A15,E10,A10,E8,A15,D10,A10,D15,D14,A10,E12,A10,D14,A14,A15,A10,D15,B8,A1,A10,A14,B12,A14,D10,A10,E10,D10,D12,A14,D14,B15,A10,D12,E10,D10,A10,A15,A10,A10,A10,B14,E8,A15,D14,D10,A1,A14,A10,B10,D10,A1,D15,A1,D15,D10,A10,D10,A1,D14,B10,A14,A14,A10,A1,E10,D14,A10,A14,B8,D14,A14,B8,A1,D12,D10,D15,D15,D12,A10,E10,D10,D10,E10,B10,E15,D15,D15,D15,E10
MINT,L25,L25,K25,K25,P30,K20,K1,L25,P30,L25,M25,L25,L25,M15,K15,K20,K25,P30,K20,K25,K25,P30,P30,K15,K25,K25,K25,L24,P30,P30,P30,K25,K18,K25,K16,L25,M1,L25,L25,P30,K15,K15,P30,K15,L25,K15,L25,L25,P30,M29,K25,L25,K25,K25,P30,P30,M15,M20,L25,K25,L25,K15,L25,L25,K16,K20,K25,P30,L24,K15,K15,L25,K18,P30,K25,K25,P30,L25,K25,K15,K25,M1,L25,K25,L25,P30,M29,K25,K25,L25,P30,M29,K20,M25,P30,K25,P30,L25,M24,K25
WOOD,D1,D4,A1,D1,D1,D1,D1,D4,D1,D1,D1,D1,D1,A1,D1,A1,D1,D1,D1,A1,D4,A1,D1,A1,D1,D1,D1,A1,A1,D1,A1,A1,D1,D5,D1,A1,D5,D1,D4,A1,D1,D4,D4,A1,D1,A1,D1,D1,D1,D1,D1,D1,D1,D1,A1,D1,A1,A1,D1,A1,D1,D1,D1,D4,D4,D4,D5,A1,D1,D1,D1,D1,A1,D1,A1,A1,D1,A1,D1,A1,D1,D1,A1,A1,D1,A1,D1,D1,D1,D5,A1,D4,D1,D1,D1,A1,D1,D1,A1,D4
HURRICANE,P30,P30,P30,P30,P30,P30,M15,O30,M25,P30,H15,H1,N29,P30,H18,P30,J18,P30,P30,O30,P30,P30,H19,O25,P30,N1,P30,P30,P30,P30,N25,M1,P30,P30,P30,P30,P30,P30,M25,P30,O25,M20,J2,P30,H25,P30,H18,M20,P30,J15,P30,H20,P30,O29,P30,P30,P30,P30,P30,O25,N25,P30,M25,P30,N25,O30,P30,P30,P30,P30,P30,O30,M1,P30,P30,P30,O30,P30,P30,P30,P30,P30,M27,O28,H1,P30,P30,P30,O30,P30,P30,H15,P30,P30,N20,P30,O25,P30,M15,P30
SKIN,D1,H1,E10,D1,H1,F1,D1,H1,D1,D15,E1,H10,E1,G15,D1,D15,G1,H1,H1,E10,D1,D1,D15,F10,D1,F12,G1,F10,D1,E1,H1,D15,F12,G1,D1,D1,D1,E1,D1,D1,D10,D10,D1,D10,D10,D1,E10,D1,D1,H1,G1,D15,D1,H10,E1,D1,D10,F15,D1,H1,D10,E10,D1,D10,E10,D15,G1,E1,E1,H1,F5,D1,D1,G10,D1,E5,G12,D1,F10,H1,D10,D1,D1,D10,D1,E5,D1,G10,D1,H12,D1,H10,E1,E15,H12,H10,D10,H1,E15,E1
FIRE,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
SAND,G10,G1,F10,G10,H10,H10,G15,G1,H5,E10,H1,E5,E5,E5,E5,E6,H1,H8,E10,E6,G5,H10,F10,E5,F6,G5,E10,E1,G10,G15,G1,H10,G1,G1,F8,F1,E1,E1,G10,G1,G1,F1,H5,G10,G10,E10,G1,G1,F1,F5,F5,G5,G1,G5,F1,F5,G1,E5,F1,H8,G1,E5,F1,F1,H1,G10,G10,G5,F1,E1,G10,H8,E1,H8,G5,F1,E1,G10,G1,E6,E5,H5,E6,G10,H10,G1,H10,G10,F1,E10,H5,F5,H10,E1,G10,G1,F1,E5,E5,E5
SEA,L28,P30,K20,M25,O28,P30,K15,L25,K25,L25,P30,L25,P30,K20,L25,K1,M25,P30,K25,P30,M28,N20,M28,N25,P30,P30,M20,M25,N25,N20,P30,P30,P30,P30,P30,P30,K25,P30,P30,L25,K25,N20,L24,K20,M25,K25,K25,P30,P30,L20,K25,K20,M27,K25,P30,M25,O29,P30,L25,P30,O30,M25,M30,N30,O30,N30,K20,L28,L24,P30,M28,P30,K25,P30,P30,O30,O29,K25,K15,N25,P30,K25,P30,M25,P30,K25,L25,P30,M30,N29,P30,P30,P30,O25,O28,K25,N28,O29,K20,N30
MUD,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
GRASS,N15,M15,N15,M15,P30,P15,P30,N15,M15,M15,N15,M15,M15,P1,P30,P15,M15,P30,P30,M15,M15,P1,M15,P1,P1,P30,P30,M15,P30,M15,M15,P1,P30,P1,P30,M15,N20,P30,P30,N15,M15,P30,M15,M15,P30,N15,P30,P30,P30,M15,P30,M15,P1,P1,M15,N15,P30,N15,P15,M15,M15,M15,N20,P15,P1,P1,P30,P30,M15,M15,P1,P30,P30,P30,P30,M15,P30,M15,P30,P30,P1,P30,P30,M15,N15,M15,M15,N15,M15,N15,M15,P30,P30,P15,P30,P30,M15,M15,M15,N15
POND,P1,O15,P1,P30,P30,P30,O10,P30,O1,P1,P30,M25,P1,P1,P1,P30,P30,O15,M15,P30,P30,P1,M15,P30,P1,P1,M15,O25,M15,P30,P30,P30,P30,O15,P15,P30,N1,N1,P1,P30,P1,M15,P1,O25,P30,P15,P30,P30,P1,P15,N25,P1,P1,P1,O20,O15,O25,O20,M15,N24,M15,N20,M25,N15,P30,P30,P30,O15,P30,O20,N25,O1,P30,M15,P30,P30,M25,O15,P30,P1,M15,M20,P30,P30,P30,M15,P15,P30,P30,N25,P30,P30,P30,M15,P30,P30,N15,P1,O1,P30
SUNRISE,D1,G1,E1,H1,H1,H1,H1,H1,E1,H1,H1,H1,E1,D1,G1,D1,H1,H1,H1,G1,E1,E1,E1,E1,H1,E1,E1,H1,G1,E1,E1,E1,H1,H1,H1,E1,H1,H1,D1,H1,G1,H1,E1,D1,G1,H1,D1,E1,G1,E1,H1,E1,G1,D1,E1,H1,H1,E1,H1,H1,H1,E1,H1,H1,H1,H1,H1,E1,H1,H1,G1,H1,E1,H1,H1,E1,H1,H1,E1,G1,E1,H1,H1,E1,H1,H1,H1,H1,D1,E1,H1,H1,H1,H1,H1,E1,D1,H1,E1,H1
MOSS,P30,P1,P30,P1,P30,P30,P30,P30,P30,P1,P30,P1,P30,P1,P1,P30,P1,P1,P15,P30,P1,P30,P30,P30,P30,P15,P1,P30,P30,P30,P1,P30,P30,P30,P30,P30,P30,P30,P30,P1,P30,P30,P30,P30,P1,P15,P30,P30,P15,P1,P1,P30,P30,P30,P15,P30,P30,P1,P30,P30,P30,P15,P30,P30,P30,P1,P1,P1,P1,P30,P30,P15,P1,P30,P30,P30,P15,P30,P15,P30,P15,P1,P1,P1,P30,P30,P1,P1,P30,P15,P1,P1,P30,P30,P30,P1,P1,P15,P15,P1
SKY,P30,P30,P30,P30,P30,J25,J15,J25,J20,P30,I25,J25,J25,J15,P30,P30,I25,I20,P30,P30,J20,J18,P30,J25,I30,I30,J25,P30,J18,P30,I30,I15,P30,P30,P30,J20,P30,J25,I25,J20,J25,J18,J15,J15,P30,P30,P30,P30,P30,P30,J25,P30,P30,I20,J25,P30,J1,P30,J15,J25,P30,P30,P30,P30,P30,P30,J25,J20,P30,P30,I25,P30,J18,I15,J1,J25,J20,J15,P30,I20,I1,J15,J25,J20,J18,J25,J19,J25,J25,I25,J19,P30,J18,P30,J25,I25,J25,J25,I20,P30
THUNDERBOLT,P30,M25,P30,H18,K1,P30,P30,J25,M29,P30,P30,P30,H25,O1,P30,P30,J15,K20,J25,M25,P30,O1,P30,P30,M25,P30,K15,J18,P30,H1,J15,P30,P30,P30,P30,M25,P30,P30,I15,P30,O1,P30,P30,P30,P30,P30,M29,H29,I15,O15,P30,P30,P30,O28,P30,P30,P30,P30,P30,P30,P30,J1,I20,P30,I15,P30,P30,O25,P30,M17,P30,O29,I25,O25,P30,P30,P30,P30,P30,P30,M25,O25,H15,P30,P30,P30,P30,P30,K15,O1,P30,O1,P30,P30,P30,P30,J20,P30,J25,P30
BLOOD,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
SUNSET,A1,A1,A1,B10,B1,A1,A15,A1,A1,B18,D1,A1,A1,A1,A1,A15,A1,D15,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A15,B15,A1,A15,D15,A1,A15,A15,A1,B18,A1,A1,A1,A1,A1,A1,A15,B14,A15,B15,D1,D1,A1,A15,D15,A1,A1,B1,A1,A1,D1,A1,A1,A1,A1,D15,A1,A1,B18,A1,A15,B18,A15,A1,A1,A1,A1,A1,B15,A1,A1,A1,A1,A1,A1,A1,D15,A1,A1,A1,A1,B15,A1,A1,A15,B18,A1,A15,B15
SHAME,P30,A1,I25,B20,G1,G16,A1,A1,C18,A1,A1,A1,C1,A1,F1,A1,I16,C1,B18,G15,A1,P30,A1,F15,A1,F15,A1,G17,H15,G18,A1,H25,A1,H15,A1,I25,I15,A1,A1,A1,C18,F15,P30,B1,H2,H1,I15,H20,G17,B1,G15,A1,I20,G15,G15,H25,P30,F18,C15,H15,H2,H15,G15,A1,H25,B26,C10,B1,G16,B18,A1,H15,A1,G18,A1,A1,A1,A1,H15,G15,C1,A1,A1,A1,A1,H15,A1,H18,F15,G15,B1,A1,C10,I15,H18,F15,A1,I15,A1,P30
RELAX,O15,O15,L20,M15,J15,P30,M20,I15,I25,H20,P30,P30,P30,L15,O15,J15,O15,I20,O15,P30,H20,P30,P30,P30,M15,I15,P30,P30,J15,J15,I15,H15,O20,M15,P30,M15,M15,O15,P30,L15,I15,M15,I20,M25,J15,P30,M15,L25,P30,I15,M15,I15,M15,O20,P30,P30,J15,M25,M25,M15,M15,P30,M15,P30,M15,H20,P30,I20,P30,M25,I25,H15,I15,J15,M15,P30,M25,I15,M15,J15,M20,O20,P30,H15,I15,O15,J15,O25,M15,P30,H25,M20,P30,P30,J15,J25,O25,L20,P30,L15
ECOLOGY,M15,M15,M15,P30,P30,N15,P30,P30,P30,N15,P30,P30,P30,M15,M15,M15,N25,M15,P30,M15,N15,N15,M15,M15,P30,P30,M15,M15,P30,M15,N15,N20,M15,P30,P30,P30,M15,M15,P30,P30,M15,M15,M15,N15,M15,M15,P30,P30,N15,P30,P30,N15,M15,M15,N15,N15,M15,M15,M15,P30,P30,P30,M15,M15,P30,P30,P30,P30,P30,P30,M15,P30,M15,M15,P30,M15,M15,P30,M15,P30,P30,M15,M15,M15,P30,P30,P30,N25,M15,P30,M15,M15,N25,P30,M15,P30,P30,M15,M15,N25
PEACE,L25,L15,P1,L20,P30,M15,M15,L15,M15,M15,M15,P30,M15,M15,P30,M15,L15,L15,L20,P30,P1,P15,L15,P30,P30,M15,M15,M15,L15,M15,P30,O25,M15,O15,M15,P30,L15,P30,O15,O15,M15,M15,P30,M15,P30,P30,P30,P30,O1,P1,M15,M15,M15,P30,P30,P30,M15,P15,M15,P30,O25,P30,L15,P30,P30,P30,P30,M15,M15,L15,P30,M15,M15,P30,L15,L15,P30,L25,M15,P30,M15,M15,P30,O25,M15,P30,M15,P1,P30,M15,P30,P1,O25,M15,M15,O25,M15,P1,P30,L15
RAGE,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
DISGUST,A1,P30,P30,P30,P30,P30,P30,P30,O25,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,O30,P30,P30,P30,P30,P30,P30,P30,P30,P30,O2,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,O30,P30,O30,P30,P30,P30,P30,P30,P30,P30,P30,P30,O30,P30,P30,O30,P30,O30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,P30,O30
HAPINESS,P30,J15,K1,P30,L15,P30,J15,J15,J15,J15,K15,J15,I15,M15,M15,J15,J15,J15,I15,K15,K15,P30,P30,K15,L15,K15,J15,P30,J15,L15,P30,M15,K15,P30,J15,M15,J15,J15,J15,M15,K1,J15,J15,J15,I1,K1,M15,M15,M15,I15,M15,I15,L25,M15,K15,K15,K15,J15,L15,M1,M15,J15,M20,M1,M1,K15,K15,J15,J15,J15,J15,J15,I15,J15,J15,K15,J15,K15,J15,J15,M20,M15,L15,K15,K15,J15,K15,K1,L15,K15,L25,K15,M15,J15,M15,K1,J15,I15,J15,M20
LONELINESS,P30,P30,H1,O1,P30,P30,P30,P30,P30,H15,I25,P30,H15,O1,P30,P30,A1,P30,P30,P30,H15,P30,P30,P30,P30,P30,P30,P30,P30,P30,H15,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,P30,P30,P30,A30,P30,P30,P30,H1,H15,H15,P30,P30,P30,P30,O30,P30,P30,P30,P30,P30,P30,O29,P30,P30,P30,I1,H15,P30,H1,P30,I25,P30,P30,H15,P30,H1,A1,P30,P30,P30,P30,P30,P30,O2,H15,P30,H15,H1,P30,P30,P30,I1,P30,P30,H1,A1,H1,P30,A1
DANGER,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
SADNESS,A30,A1,A30,A1,A1,A30,A30,P30,A30,P30,P30,P30,A30,A30,P30,P30,P30,P30,P30,A1,P30,P30,A30,P30,A30,A1,A1,A30,P30,A30,A30,A1,A1,A1,P30,P30,P30,P30,P30,A1,A30,A30,P30,A1,A30,A30,A30,P30,A30,A30,A30,P30,A30,A30,A1,A30,A1,A30,A30,A1,P30,A30,A1,A1,A1,A1,P30,A30,P30,A30,A30,P30,P30,P30,A1,A30,P30,P30,P30,A1,P30,A30,A30,P30,A1,A30,P30,P30,A30,P30,A30,A30,P30,A1,A30,P30,A1,A1,A1,A30
TOXIC,K15,P30,I25,P30,G1,M25,A1,P30,O25,P30,N30,A1,N25,I25,P30,M15,H1,P30,A1,P30,G15,A1,A1,P30,A1,O25,N25,G18,A1,P30,P30,A1,A1,A1,P30,K25,M25,K25,P30,N25,P30,A1,P30,K15,A1,H1,K15,P30,P30,A1,H20,M25,A1,A1,O26,P30,A1,A1,O25,A1,O30,A1,P30,O20,P30,P30,O30,P30,P30,H15,G15,A1,A1,H16,P30,M28,I20,O25,A1,N30,N25,A1,A1,H15,A1,A1,G1,P30,A1,O26,O25,K15,P30,P30,H18,P30,A1,I1,P30,P30
SUMMER,H15,M15,L15,M15,K15,K15,J15,K15,M15,M15,L25,P30,M15,M15,K15,J15,L15,H15,M15,L15,K15,K15,M15,H15,M15,M15,M15,J15,L15,H15,K15,H15,K15,K15,K15,K15,K15,J15,K15,K15,L15,M15,M15,M15,M15,M15,P30,J15,K15,P30,L15,P30,J15,K15,L25,K15,K15,H15,M15,K15,L15,K15,K15,M15,H15,L15,H15,K15,L20,L15,H15,J15,M15,K15,M15,L15,K15,M15,L15,P30,L20,J15,P30,K15,J15,M15,K15,K15,K15,J15,L20,L15,H15,M15,K15,P30,K15,M15,H15,P30
AUTUMN,D10,E1,D10,E15,D15,D10,E1,E10,D15,D10,D15,D10,D10,D15,D15,D15,D15,D15,D15,D10,D15,D15,D15,D10,D15,D15,D15,D10,D15,D10,D10,D10,D10,D15,D15,D15,D10,D10,D15,D15,D15,D15,D15,D10,E10,E10,D15,D10,D15,D10,D15,E10,D15,D10,D10,D10,E10,D10,D10,D15,D15,D15,D10,D10,D10,D15,D10,D10,D15,D15,D10,D15,D15,E5,D10,D15,D15,E10,D10,D15,D15,D10,D10,D10,D15,D15,E5,D15,D10,D15,D15,D10,D10,D15,D15,E5,D15,E1,E5,D15
WINTER,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,P30,P30,A1,A1,A30,P30,P30,P30,P30,P30,P30,A30,A30,A1,P30,P30,P30,A1,P30,A1,P30,P30,P30,P30,P30,P30,P30,A30,A1,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,A1,P30,P30,P30,P30,A1,P30,A1,P30,P30,P30,A1,P30,P30,P30,P30,P30,A1,P30,P30,P30,P30,A30,P30,P30,P30,P30,P30,A1,P30,P30,A1,P30,P30,P30,P30
SPRING,M15,M15,M15,M15,M15,M15,M15,K15,M15,M15,M15,M15,M15,M15,K15,M15,M15,M15,L15,M15,M15,M15,M15,M15,M15,M15,M15,K15,K15,K15,L15,L15,L15,K15,K15,M15,K15,L15,M15,K15,L15,M15,M15,K15,M15,K15,M15,M15,M15,K15,M15,K15,K15,L15,M15,K15,K15,L15,M15,M15,M15,M15,M15,M15,M15,L15,M15,M15,K15,K15,M15,M15,L15,K15,M15,M15,M15,M15,K15,M15,M15,M15,K15,K15,K15,M15,M15,K15,K15,M15,M15,M15,M15,K15,M15,M15,K15,M15,M15,M15
HOPE,P30,P30,L25,K15,P30,K15,P30,K15,K20,O20,M15,K15,P30,K15,O25,O25,M15,M25,P30,L15,M15,K15,M20,O1,P30,P30,K25,M15,M15,O1,M15,P30,K15,K15,K15,P30,O25,M25,P30,M15,K15,M15,M15,M25,P30,P30,P30,P30,O30,P30,P30,P30,P30,P30,L15,M15,K15,P30,O15,P30,O30,M15,P30,K25,M20,L25,K15,O25,O25,P30,L20,M15,M15,M15,O25,P30,P30,P30,P30,P30,P30,P30,K15,M20,P30,P30,M15,P30,P30,O30,P30,M25,P30,K15,P30,O25,M15,P30,K15,P30
FEMINISM,L15,P30,G15,G15,M25,G15,P30,P30,J15,I15,H15,H15,G15,I15,K25,J15,M15,G15,M15,M25,G15,G15,M15,H15,A15,K15,A1,H15,H15,J15,M15,L15,A1,H15,J15,K15,I15,J15,A1,H15,K15,G15,A1,L15,J15,G15,H15,M15,M20,M15,G15,M25,K15,H15,J15,P30,J15,P30,H15,H15,I15,K15,H15,I15,I15,I15,M15,I15,P30,H15,G15,I15,L15,G18,J15,G15,P30,G15,I15,H15,H15,K20,K15,I15,J15,I15,M15,H15,H15,I15,J15,L25,L25,K25,G15,A15,K15,I15,G15,G15
SHRECK,N15,G10,M25,N15,M20,N18,P30,G18,K25,L15,M25,M25,O15,L20,M15,L20,O20,M15,P30,O27,P15,M15,O24,P30,O15,K15,O1,P30,P30,P30,P30,O1,P30,K15,P30,P30,O15,P1,P30,M25,O29,P30,P30,M15,P30,P30,L15,G15,M15,L15,O15,P30,P30,K15,M15,M15,M15,P30,G10,M25,K25,M15,K1,K15,L15,L25,P30,P30,O20,M15,P1,G15,M25,N15,M15,P1,P30,L25,K20,P30,P15,P30,P30,M15,P30,G15,P30,O10,M15,O1,P15,L15,P30,M15,M15,M15,P30,O25,G20,L15
TRACTOR,O26,N20,M15,P1,M15,M15,O25,M15,P1,M10,N25,M10,M1,M15,M15,N25,P30,L15,P30,P30,M15,M10,M1,M15,P1,M15,P30,P1,M15,M15,P30,M15,M15,M15,P30,L15,P30,P1,M15,P30,P30,O25,M10,M1,P30,P30,P30,P1,P1,P1,L15,M15,L15,M15,M15,M10,M15,O15,N15,M1,M10,P30,P1,M1,P1,M1,M15,M15,P30,L20,P1,P30,P1,M15,M15,L15,O1,O15,L15,P1,M15,N20,N15,N25,M15,M15,L15,N15,P1,M10,M15,P1,P1,L15,L20,M15,P1,P1,N10,P30
SONIC,L25,O25,K20,K20,N25,N20,K25,J15,J16,O26,O15,K15,L15,J15,P30,N20,P30,P30,N25,J15,P30,M15,J25,P30,P30,J20,N25,J17,P30,K15,P30,M25,K15,J15,M15,K15,P30,O15,J20,M20,K15,J15,O18,L25,P30,K15,J15,M25,K15,N25,N15,K15,P30,P30,P30,P30,O15,M25,K25,P30,P30,N15,M15,K15,O25,M25,N15,P30,P30,O28,P30,P30,J25,K18,K15,K20,M15,J15,N15,O25,O20,L15,P30,J15,P30,P30,K15,P30,J25,M20,O28,P30,K15,M25,P30,K15,N1,N15,N25,P30
PIKACHU,I15,J15,I10,K1,J10,J15,I14,J15,K10,J10,J15,E1,J15,G15,P1,G15,G15,J15,I10,J1,J1,E1,J15,J15,I15,J15,K15,J1,G15,H1,I15,K15,J10,G15,J1,K1,H14,J15,K10,I15,I1,I1,K1,E15,K1,J1,H15,K15,G15,J1,K13,K1,E15,E15,J15,J15,E1,I15,J15,H16,J15,E1,G1,I15,G1,H14,H16,P1,J15,I10,J15,J15,K1,I15,J15,J10,J15,J15,J1,J10,H1,I14,K1,K15,J15,K1,J10,J1,I15,J14,K1,G13,J15,J15,J15,H1,J1,J1,J15,J1
HULK,P30,N20,N25,P30,P30,N25,P30,N1,N20,P30,P30,P30,P30,P30,N25,P30,N30,N30,P30,P30,P30,P30,P30,P30,N1,M30,P30,P30,P30,P30,P30,M15,P30,N1,M15,M15,P30,P30,M20,P30,P30,P30,P30,N15,P30,P30,P30,M25,N25,P30,P30,N30,P30,P30,P30,P30,P30,P30,N25,M15,P30,P30,P30,P30,P30,P30,P30,P30,N1,P30,M30,P30,N25,P30,M30,P30,P30,P30,N15,P30,P30,P30,N25,N20,P30,P30,P30,P30,M25,N15,M30,P30,P30,P30,P30,P30,P30,P30,P30,P30
