Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
MALLOW,C14,E12,F12,D6,E8,D12,H10,E10,D5,A10,D17,B8,E16,G12,B7,D8,C9,E12,C9,D14,F12,E12,A6,D12,C7,F8,G12,C10,D7,E8,I12,D9,D7,C6,G9,J12,D8,E13,F15,C12,G14,A16,B8,E14,F12,C12,D10,F12,H15,C6,A12,F11,D14,E13,C12,D7,D6,G6,D9,F12,F14,D12,F12,D7,C9,D5,D6,D10,A12,C7,D7,D11,C8,G12,F12,G14,F10,E12,J7,D14,D4,D7,C5,D9,F8,H15,D12,F9,C5,D12,E16,D6,G12,E12,F12,A9,G14,D6,B11,D12
LAVENDER,K14,M17,K16,K18,M21,K17,K15,K18,O18,M17,K18,L15,K18,K15,K19,K14,M18,K17,K18,K18,L18,N18,K18,K18,M17,M18,N12,M18,K17,M17,M17,M17,K18,K15,L18,M18,M18,M18,K20,O16,K15,M17,M18,K16,M18,M17,K15,K15,K18,M18,K14,M16,M17,M18,K17,K15,L15,K16,K16,K16,K18,K18,J19,N18,J19,K15,M17,J20,M19,K15,K18,K17,K18,O16,M17,K18,K15,M18,M18,M18,K18,K17,M17,K16,K15,M18,K17,K14,M17,K17,K15,M18,M17,K18,K16,K17,M19,K18,K20,K15
POPPY,A11,B7,D12,A14,A12,A12,K16,A15,B6,A12,D9,A16,F12,B5,C18,B12,D5,D12,B5,B14,A1,H12,A12,D5,B12,A11,C6,E14,I3,D7,A12,D13,B11,B7,E10,B12,C12,J12,E12,E12,A14,C15,A12,B12,E12,A1,C7,A14,B7,B12,A12,B12,B13,E12,A1,D17,A11,D14,A12,C12,F15,B12,E15,D10,A7,A15,C8,D14,A16,A15,A13,A19,A17,A10,B12,C6,A16,A8,A14,E15,A10,H15,B12,J12,C12,B12,A8,C7,A11,A1,D10,B10,H18,D15,B12,A13,H11,B13,E12,A10
WHEAT,M8,F9,G11,L6,G12,L10,L5,H8,F10,O11,L12,J8,F8,G10,G10,L4,D6,G10,L14,F7,J8,J11,G12,G10,L9,H12,L12,O10,L8,N8,D5,N12,G8,K7,K9,H8,H15,H10,D6,E9,G10,G12,G12,O12,O12,G9,O7,F10,N8,G10,O5,J5,L4,I12,D8,O14,G12,H11,O13,G12,G12,K13,K12,G12,D11,G10,C12,L9,D7,D6,G7,C8,N10,G12,L12,O10,O6,M4,H10,O12,H10,H16,J10,F12,D7,L9,G10,L9,E10,O5,L10,O10,H10,M6,D5,O7,L10,G11,M6,H10
CARNATION,G10,C14,B8,F10,C10,B6,D7,C14,D7,C9,D10,A13,B14,C11,E12,C12,B12,D12,J10,A12,C10,B6,D6,C10,C13,C12,B14,B8,B12,C9,A7,C7,D11,B5,C12,B8,G11,G10,B5,D4,D8,C12,A8,B12,D12,D8,C12,B12,C7,B6,H12,C10,B15,A15,F10,C12,A12,C4,B7,D6,C9,B11,E5,D4,C10,C15,A12,B4,B7,B5,G10,A16,C8,C15,C11,B12,B12,D14,E6,B6,D6,A12,F15,B12,C12,C12,B6,B5,A7,C11,D12,C10,C6,C14,C12,C12,C12,E12,C10,C8
CORAL,D7,D6,D6,D13,D8,D10,D7,D12,E10,D7,E12,C12,D9,D9,E8,D8,D5,G6,D8,F9,E10,D8,E11,D6,E6,F7,D6,E6,H8,D9,D8,D9,E8,D7,D8,D8,D10,D9,D9,D6,E6,D8,F9,E7,E8,D8,E8,D9,D7,D6,D7,D12,D10,E8,D6,E6,D8,D8,D7,D6,E5,C7,E7,D7,D15,E7,F6,D8,D7,E6,E10,D8,D12,D6,D6,D7,D6,D9,D6,E9,D12,D12,D8,G11,E7,F5,D7,E6,E8,D8,E10,D6,D10,D10,D7,D8,D10,D6,D6,D12
MINT,L20,K18,N24,M18,O20,M19,M19,K18,K17,O20,L27,P21,N18,K25,O20,M18,L21,K18,K20,M17,O20,L18,M18,L17,K18,K19,L23,K12,O19,K18,O21,K14,M14,L19,O17,O21,K15,K16,N18,O22,O20,L24,K22,L22,N18,L24,K21,N20,K18,M18,L17,P24,M19,L19,L20,K19,M18,O20,K18,L15,M18,L23,K15,N22,M20,M18,O20,N18,K14,M19,K18,O19,L19,K18,N20,O24,L20,N19,N17,K20,L19,O19,L20,L26,K18,O20,K20,O23,L20,M18,M18,N20,L20,M17,K20,L22,L17,K20,M19,O17
WOOD,C4,C6,C7,C7,B3,D8,C5,C6,C1,C8,C8,H10,C4,C6,B2,B1,C7,D5,C8,C8,C6,B3,C8,B6,C6,C6,C6,D6,C5,D5,A1,B4,B5,C5,C5,D5,C12,B5,B5,C7,C6,C10,C6,G6,C5,C4,C6,C5,C4,C7,D5,C10,C5,D5,D5,C6,D4,C6,C6,C5,C12,C6,B10,A12,B2,C10,A4,C7,A1,A5,B6,B5,C10,B4,C4,C6,H12,C6,B4,C5,D6,C5,C6,A5,C8,B2,D4,D4,D5,C4,C7,C8,B4,C6,C5,B3,C12,C8,C7,D7
HURRICANE,A5,C6,A11,A5,A10,A10,C12,B10,A12,A3,A12,A12,B12,A8,B4,A9,C7,B1,A7,B5,C8,A10,B14,A13,A5,A8,A1,A12,A5,A12,A9,A6,A13,A5,B4,B6,A5,A8,C6,B5,A12,D6,A11,B10,A10,B6,E3,A19,A10,C5,A6,B12,C12,A6,B6,B5,A5,A7,B1,C15,C5,A12,B10,A10,A6,A8,A8,B9,B7,A8,A12,C6,A1,A1,A7,A1,B5,B12,A14,A6,B3,B6,A5,A12,A8,A10,C8,A10,B3,E4,A8,A8,A1,B5,A9,B6,A10,A12,A13,A5
SKIN,H12,F12,C12,H12,F12,H12,F12,G12,D7,D10,D11,H12,D12,J12,H8,F12,H13,H15,I15,H12,G15,D5,H11,G10,H14,C6,F12,I12,B6,I12,F9,G10,C7,G12,G15,H10,D12,F12,K12,H12,F10,D8,F9,D7,H12,F12,D12,H12,F10,G12,H8,F7,F6,J12,H12,H12,F12,F9,D8,G13,H12,J12,H12,H12,H12,D14,H12,H12,F12,F12,D12,G12,D10,J12,K10,F10,D7,E12,J11,D12,I15,D8,B8,H13,H12,H12,C6,F12,F12,F10,F12,H12,D12,H14,H15,D6,G12,F11,J12,H11
FIRE,C8,C9,B12,B12,B8,B10,C8,B10,B10,B8,A12,B8,B10,B10,B4,B12,D5,B8,B10,A10,A8,B10,B10,B10,A8,B12,B6,B12,A8,C8,C10,B8,C11,B12,B7,A12,C10,B10,B12,B7,B9,B8,B12,B12,A10,C12,B12,B13,A16,B12,B12,B12,B12,B8,B10,B10,B5,C12,B12,B12,B7,B12,A10,B5,B4,D8,B12,B10,B12,B12,A8,A10,B10,B12,B12,B12,B6,B12,C14,A10,B12,B12,B12,C7,C7,B11,A10,B9,B11,B12,B11,A10,B12,B10,A12,B10,B12,B4,A5,B12
SAND,D7,G12,C10,E5,H12,C8,F7,F10,E7,H15,H12,D6,E8,F12,D8,C6,D9,E12,G12,H12,G12,F10,E11,E12,F10,F12,H9,E12,H12,F11,E12,G10,F6,G10,F12,E5,F12,F12,G9,E10,F12,E13,G12,D11,D12,G10,E14,F8,F12,E10,C6,F10,F12,H10,G12,F10,C12,E9,F9,D8,E16,E12,H9,F7,F10,D6,F12,H12,F12,E9,E6,E12,G15,E12,D6,D8,D9,H8,F7,E9,G9,F12,H10,H12,G12,D7,F9,E12,F10,E13,E11,F12,E11,F11,G12,E10,C9,D8,E12,C9
SEA,L12,H15,L12,L18,K12,L12,L12,M18,L12,M12,L12,K15,O18,M12,K15,J14,O18,L12,L15,O18,K15,L12,K15,G15,M12,O18,L12,M18,M15,L12,L12,L12,H8,L15,K16,K16,L20,M12,L18,L12,K15,O20,L12,L12,K12,L12,M15,M18,L15,L12,M12,L12,M12,O10,L15,L12,N12,O20,L15,L12,M12,G15,L15,L15,L12,D15,L18,K19,M15,K12,L14,L15,K15,J18,O12,M18,K12,L15,M12,L16,M15,L12,L15,L15,M12,L15,M19,O20,L12,L12,M16,M12,M18,L12,L12,O22,M15,K15,L15,O17
MUD,O12,O8,O6,O7,O7,O5,O6,O7,O7,O5,O5,O6,O5,O5,O6,O12,L12,K8,O6,O5,O12,O5,O6,N6,O5,O12,O5,O4,O6,K7,O12,O6,O6,O12,O6,H12,O5,M12,O12,A9,O12,O7,O5,O6,P1,O5,O10,O4,O7,H12,O5,O12,O7,N6,O6,O6,K8,O12,M8,O5,O6,M12,O6,O7,O12,O6,O7,O6,O12,N12,O6,O5,N6,N6,O7,O3,O6,O5,M10,O5,O4,N12,O5,L5,O7,O6,O6,O5,O5,O17,O6,O5,O6,O5,H14,O12,O6,K7,O5,O5
GRASS,O5,O12,P12,O5,O10,O6,N12,P10,O5,O6,O9,P12,O5,O7,O7,O10,O10,O5,O6,O12,O7,O6,O5,O7,O8,P12,O12,O6,O3,O10,N12,O10,O3,O12,O6,O6,O6,O6,O12,O11,O7,N12,O5,O6,O5,O6,O5,O12,O12,O5,O6,N10,O5,O6,P10,O6,O7,O6,O6,O6,O6,O5,O6,O7,O6,O6,O1,O7,O5,O6,O5,O7,O6,O12,O6,N12,P4,O5,O4,O9,N16,N12,O5,O18,O6,O6,N10,O6,O6,O5,O10,O6,O7,O6,O6,O4,O8,O10,O6,N12
POND,O15,O12,O12,O14,O12,O12,O12,O12,O12,O14,O12,O10,O12,O12,O12,O11,O12,O12,O14,O5,O12,O12,O14,G12,O12,E17,K12,O12,O12,O12,O12,O14,O10,K12,O5,O14,K12,O12,O12,O12,O10,M10,O12,O12,O14,O12,K12,H13,O12,O12,O6,O12,O12,O12,O12,O12,O11,G14,O12,O12,O12,O10,O12,G14,O7,O12,O10,O10,O10,O9,O12,L12,O12,O15,O12,O12,O12,N14,O12,O10,O12,O14,O6,O12,O10,O12,O12,O8,L7,O12,O12,O12,O14,O10,O12,O8,F13,O12,K12,H10
SUNRISE,D10,B12,E15,B5,B12,F9,D15,E15,C8,D12,D10,E5,D7,D5,C12,D12,C12,F12,F10,C12,D6,D6,E12,F10,D6,D12,D7,C8,C7,D5,D12,C12,C10,E15,C6,C12,E8,D12,D14,C10,D12,B7,C8,C6,C10,D1,C12,D5,D8,D8,D12,C6,C5,E12,E5,D12,D13,E8,D8,C10,D8,D6,B5,D10,C7,C12,C4,D12,D12,D1,D12,D5,E7,D9,C6,D5,D12,D9,C5,B12,C12,C12,D7,B18,C12,B4,C12,D12,D14,A12,D12,C5,D12,B12,B12,D8,D7,F8,E8,C5
MOSS,O5,O12,O1,O5,O4,O4,O4,O14,O14,O10,O5,O12,O10,O15,P1,O4,O5,O17,O12,O4,O7,O4,O6,O12,O15,O6,O4,O6,O7,O10,N6,P1,O4,O12,O5,O4,O1,O5,O5,O3,O15,O4,O5,O12,O7,O12,O12,O7,O6,O12,O14,O15,O6,O12,O5,O4,O5,O6,O6,O6,O4,P4,O6,O12,O3,O12,N12,O4,O15,O12,O12,O4,P5,O5,O5,O5,O6,O6,O4,O5,O5,O12,O5,O5,O4,O3,O10,O12,O3,O15,O5,O4,O3,O4,O4,O5,O5,O4,O5,O5
SKY,J20,I15,L18,J18,J18,L15,L15,L18,L12,K12,L15,L15,L20,L22,J12,L18,K18,K15,L17,L18,J18,J20,K20,J15,H17,J20,L18,J12,J15,L15,L15,J20,J18,L14,K12,L15,L18,L20,J18,J18,L15,J18,J18,J15,H17,J18,J14,H16,L18,J18,J15,L15,L16,J18,L18,H15,L12,K14,K15,J18,L22,K12,L18,J18,L20,L22,J15,J20,M15,J20,L15,L20,J15,L20,H14,L18,L17,K15,K14,K18,J12,J15,J18,L15,K18,L15,L15,L15,L12,J15,J18,J14,L15,J18,J15,J20,K15,J15,L18,L12
THUNDERBOLT,G15,A12,D8,F6,E12,E12,D9,A14,D18,B12,A11,D11,D10,C12,C7,D17,G12,C11,D5,A10,A12,G15,B12,C12,A1,C14,D8,E6,B6,B12,A1,C5,A10,B16,A15,F12,C14,A10,H15,A15,B15,C12,D12,A12,D7,C12,A1,A5,B12,A5,A16,A15,B12,B14,F11,D8,D9,A12,A15,B12,A12,B5,B12,A12,A10,D6,F12,E12,A11,E12,A1,A12,D6,J15,B15,D18,G10,A7,B4,B7,A1,A12,A12,A13,D7,D11,B5,A14,A16,D18,D7,E12,A15,A14,B4,B6,A1,D11,E5,B12
BLOOD,B13,B12,B14,B10,B8,A9,B14,B12,C13,B12,B13,F10,B12,B12,B12,A7,B16,B10,G14,A12,B12,B18,B12,A11,B12,G16,H12,B12,B14,D4,B12,A16,A15,B12,F10,B15,B12,B14,B10,A15,B12,B12,B12,B9,B16,I12,B12,C12,B12,C15,A7,B5,B10,B8,D12,B15,B9,B12,D15,B12,B12,B5,C10,B12,B12,B15,A12,B15,B12,C12,C8,A14,A9,B12,B12,A12,B12,A14,B12,B16,B10,A10,B8,B8,B12,B13,B12,C12,B5,B8,F12,B15,B12,B12,A9,B15,A5,B14,A4,A16
SUNSET,C16,C15,B15,D12,C15,C18,B12,D15,D15,C15,F12,B12,C15,C15,C15,E12,C15,B12,C15,B17,C15,C18,D12,B14,C15,B17,B16,C15,C18,B15,C15,C16,C15,C15,D15,F12,C16,C14,C15,B12,D15,B17,C15,C15,C15,F14,C15,C15,B14,D13,C12,G15,C17,B15,C15,C18,F12,B14,C15,C17,C15,C12,B16,C15,N12,F14,D14,A15,C12,C15,D12,C15,B15,C12,F12,C15,C15,B12,F15,C15,C15,C12,B16,C12,C12,C15,C12,C12,C15,E12,C12,C14,B15,C15,C12,D14,B13,C12,B14,B12
SHAME,C12,A10,A2,A14,C9,H12,D12,A18,K14,A12,C16,A7,A15,E7,M15,A12,C12,C12,A12,A1,A12,A10,A12,A16,A12,B14,A1,A15,B5,A14,H12,A10,A12,A14,E12,A14,A14,A12,B14,A15,A6,C12,A15,B15,B10,K16,A12,C15,D8,B12,B12,A7,M14,A12,A10,A1,E14,A10,C7,A1,E15,A1,A1,A10,A15,A12,H17,A12,A10,E10,A12,A1,A12,B12,A18,E15,A1,F18,E17,B12,A12,A1,H12,A12,A12,E12,A10,A5,A12,A10,A5,A12,A14,E13,E15,A12,A5,A15,A12,A1
RELAX,H11,H12,G15,J15,J15,G15,J15,G15,J15,G15,H14,G15,H15,G15,E12,J15,J15,J14,K15,J15,G15,J15,I15,L15,G15,L15,H15,F10,G12,J12,K15,J16,J15,G15,L15,H15,J15,K15,H12,J15,H12,G15,J15,H15,J15,K12,M15,J15,H12,H15,G15,K15,I15,H12,G15,J15,H15,H15,I12,I15,K12,J12,I15,G14,H12,J12,H15,H15,M15,G15,M15,J15,J12,I15,J12,L15,J15,H12,H15,I12,G15,J15,K15,I15,F12,G12,H15,I15,H15,G12,J15,H12,J15,J12,I14,J15,G15,H15,H15,J15
ECOLOGY,G15,G12,J15,F15,G15,E14,G12,G15,G15,H15,G15,I15,G15,H15,J15,I15,I15,H17,J15,G14,J12,G14,J15,H15,L18,I12,E10,I14,G12,I15,D10,G15,G17,J15,I15,G15,G12,L15,H15,I15,I12,H11,H15,E10,K12,K15,G12,J15,J15,G12,J15,I15,G15,G15,I15,G12,E14,H15,I15,G15,J11,H12,H15,H15,I15,E11,F15,K15,G15,G10,G10,H15,L15,G12,I12,G15,J15,G15,G14,I15,H15,H15,J15,G15,K15,G15,I15,G12,G12,H15,I15,J15,J15,G15,E12,G15,G15,I15,G12,G12
PEACE,G15,M15,H18,L15,J15,L15,I15,I12,I15,I15,I17,H15,K15,J15,I15,M18,E16,M12,H15,L15,K15,D15,M15,L15,D15,L15,M18,L15,H5,I15,M15,J16,L15,G12,M15,J15,G10,M15,H12,I16,L16,I10,M15,J15,L15,L15,L15,J15,L15,I12,H15,J15,M15,H15,I15,M15,J15,F15,J12,I15,E12,L12,I15,K15,L15,G14,K15,I15,I12,L16,L15,H15,M15,J16,H15,L15,H15,H15,L15,H15,H15,E16,L15,K15,E12,H18,H12,L15,J15,J15,L15,L14,H17,L15,M18,L17,L15,I15,I15,M15
RAGE,B4,A6,A10,A5,A10,B12,A5,A12,A3,A10,A5,A16,A5,B4,B12,B9,B3,A7,A10,A12,A10,B6,B6,A8,A12,A1,A6,A6,A5,A14,A3,B10,A10,B3,A11,A12,A1,B8,A5,A7,B4,A1,A3,A6,B6,B4,B7,A6,A4,A12,A7,A3,A16,B5,A12,A10,B10,A6,A6,A1,A16,B10,A5,A3,A4,A6,B6,B6,A7,A5,A10,A15,A12,A1,A5,A10,A3,B5,A4,A12,A5,A9,A12,A2,A5,A12,A12,B5,B10,A4,A16,A3,A5,A1,A1,A15,A7,A3,A12,B12
DISGUST,A10,A1,A17,B18,A15,A12,A15,A20,A6,A18,A17,A12,A13,A13,A28,A15,A12,A10,A1,A1,A10,A1,B17,A1,A20,B8,B9,A15,A1,A16,A18,A22,A12,A14,A12,A14,A12,C4,A12,A20,A15,A12,A1,A6,A10,B20,A18,A14,A18,A10,A1,B19,A1,A12,A14,A12,A1,A15,A16,A4,A7,A4,A10,A5,A20,A6,A1,D14,B12,A11,A10,A10,B5,A10,A15,B12,A12,A12,A12,B15,A14,A1,A14,A16,B2,A12,A12,M17,B7,A17,A12,B19,A1,A1,A12,A20,A6,B18,A17,B12
HAPINESS,G10,J12,F12,G12,H12,G12,J15,E10,E12,J15,J14,G15,F12,J12,G14,E12,E12,J15,H10,H12,G12,G12,G12,H8,D14,G12,F12,F8,F12,H9,H10,H12,J15,F12,F12,F10,E8,F12,F10,H15,G12,G15,G10,E12,E12,H10,H12,G15,E12,F12,F12,H14,H12,K15,F10,G15,H12,G17,G15,F12,G12,E10,J15,H12,D8,H10,J12,F10,K12,F10,F10,H12,G12,F10,F12,E12,J12,J12,G14,J15,C15,G15,G15,D8,E12,F10,G15,J15,D12,H16,F10,G12,F10,H10,J15,F12,F12,J15,G15,H12
LONELINESS,I15,I15,I14,I14,I17,N15,M12,I17,J15,I17,M12,A18,I17,K12,I12,I18,M15,M15,I15,M15,K15,I17,I14,I18,M14,J15,M16,K15,I15,I15,I13,I15,I18,M14,I15,I15,I15,N12,M18,K15,M16,I12,K15,I15,N12,M17,M12,I15,I15,I17,I17,M12,I10,M14,I11,M15,I14,I15,I15,I18,I15,I14,M12,I15,K15,K17,M15,M14,K15,I18,I14,L12,M10,M15,J15,I17,I17,I18,I15,K12,I18,M18,I15,I15,M14,I17,I18,N14,I19,K15,M15,M14,N12,I15,I18,I17,I14,P1,I18,L16
DANGER,A12,B12,B10,A12,A9,B12,A5,A8,B12,B7,A5,B9,B10,B8,A3,C6,B6,B12,A2,A6,B5,B8,B9,A7,D12,B7,B8,A10,F8,B5,B12,B9,B5,A9,C7,B4,A12,B10,E10,B10,B10,C5,B5,C3,B5,B7,A4,B8,B2,B7,B5,A12,B7,F12,B10,B7,B7,C4,A10,B12,B7,B7,B4,B5,B8,B4,B8,F6,B7,B7,C5,B5,B12,B5,E12,B5,A10,B12,A9,A12,C5,B10,D8,C8,C4,B5,B12,B5,B8,D5,D6,C5,B6,A10,A12,B12,A8,B10,B12,D3
SADNESS,C17,F12,F12,B20,I12,M12,B15,B15,K12,H15,F12,C12,F18,G13,H15,F12,G12,F12,B12,B13,H18,H15,H12,C15,F15,H15,M10,B15,H15,C18,B15,A15,M12,F12,B10,C12,F15,I15,F15,K12,B15,C15,F15,H12,K12,B12,G10,F12,C15,F15,J14,F12,E12,B15,C12,B12,B14,B15,B18,M15,I18,C12,C12,F17,B12,E15,F12,K10,H12,A21,B16,F12,B17,F12,C17,L15,C15,C12,F15,C18,M12,B15,H12,A12,F15,C12,B18,B12,A10,M17,B12,M12,B15,M15,B12,C12,B12,B12,F10,M12
TOXIC,A1,B7,A4,B5,A1,A1,A1,B12,B10,A10,B5,A1,A1,A1,B12,B7,A1,B5,B5,C6,B15,A12,B5,A1,A1,A1,A1,B3,B4,B12,B5,B5,A5,A12,A1,A12,A10,A12,C1,A1,A1,B5,A5,A1,B4,B4,A1,A1,B5,B12,A10,A1,B4,A5,A12,B6,A10,A11,A1,A12,B4,B5,A12,A1,B4,B4,A1,B6,B12,B5,D6,A10,A1,A1,B14,B10,A1,A11,A10,A1,B3,A5,A1,B5,A12,A1,B5,B14,A1,A1,A12,B3,A9,B5,A1,A3,A5,A1,B4,B11
SUMMER,D10,E10,C8,D3,D8,G15,D5,D5,E5,G10,E5,D5,E6,C5,E5,F6,E8,D7,C6,D5,D4,C10,E12,D12,D6,E12,F3,D6,D5,E8,G12,E10,D6,D5,D10,D5,E10,C8,D5,D5,D5,D7,C6,D10,F10,E10,D9,F12,G12,D6,E5,F8,D5,D6,C10,E8,G12,D7,E5,E12,G10,C15,D10,D6,E9,C10,E8,C5,D5,C7,E7,D5,D5,D10,E12,C5,D6,C6,E8,E12,H12,D5,F8,D5,D5,E8,D5,D5,F8,D10,D6,D5,E6,D4,D5,D3,C8,D5,E12,D12
AUTUMN,H10,D10,F10,D8,E10,E12,D10,D8,D10,E10,E10,C10,G15,D10,C12,F12,D9,D8,D9,D8,D10,E14,G10,E10,F10,G15,D7,D9,D8,D10,D8,G10,F10,D12,D10,G10,F10,H12,E12,D10,D6,G11,H10,D10,H12,F12,C10,D10,D10,H10,H10,G10,D6,H12,J12,D15,D8,D8,C12,E12,D10,D12,D8,D10,E12,D9,H12,D11,E12,C10,G10,F8,D15,E11,C12,H14,G12,E10,F10,D10,C10,H10,E12,D8,G10,C8,D10,D12,C10,D10,D8,H10,H10,D10,D10,E10,H10,D10,D10,E10
WINTER,A1,A1,B9,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A12,A1,A1,A1,A1,A1,A12,A1,A1,A1,A1,A1,B3,A1,A1,A1,A1,B3,A1,A1,A1,A1,A1,A1,A1,A1,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B11,A1,A1,A1,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,B6,A1,A1,A1,A1,A12,A1,A1,A1,A1
SPRING,G10,G10,E15,H15,H12,D12,G12,E12,G12,F11,F12,F8,F12,F10,F12,F10,F10,G12,F10,E12,G10,F12,D12,F12,F8,H12,G12,D5,E6,G12,H12,F10,H12,G10,H14,H15,G8,G12,D12,F10,E12,D10,F10,E5,E10,G10,G12,H12,D6,G12,E10,G12,G12,G14,E12,D12,F10,F12,G12,G10,E6,F10,H16,J12,E5,G12,H12,G10,H15,G10,H14,F12,E15,D10,F10,F8,F8,F12,F10,E12,G14,E12,E10,G10,G12,G12,E5,E12,G12,G10,D8,G12,G10,F12,G12,F10,G10,G12,G11,G12
HOPE,O12,O15,O15,O15,O16,H17,O17,O15,O12,H15,O15,O18,O18,O9,O14,O15,O18,O15,H15,O15,O12,O12,O15,O15,H14,O15,G12,O12,O12,O18,O15,O15,O15,O15,M15,O14,H14,O12,O15,O15,O15,O15,O19,O15,O12,O14,O15,O18,O15,O16,O17,O15,O14,O15,O16,O12,O12,O16,M12,O12,H15,O15,O14,O15,O15,L15,O15,O18,O12,O12,O15,O14,O15,O12,O18,O15,O12,O15,O14,O12,H12,M15,O15,O15,O14,O15,O18,O15,O12,O18,O15,O12,O15,O15,O15,O17,O15,O18,O15,O12
FEMINISM,K15,G18,K10,H10,G17,M15,M18,M10,D14,J16,D14,H15,M15,H15,J15,H15,J15,H15,J15,M15,M15,I15,N15,J17,J15,M15,J12,J15,K15,H15,J15,O14,J15,M16,O14,H15,J15,M15,J15,M15,K15,O15,J17,M15,J15,I15,I15,H14,F15,J15,M17,J15,D12,J15,M15,I16,K15,O17,J15,J15,F15,J15,M15,M15,H15,N15,H15,F14,H15,K15,J15,H15,J15,J15,F10,O15,I15,J15,J15,J15,H15,H14,G12,M15,M12,G15,E12,H15,G15,H15,J15,J15,G15,H15,J15,J15,M15,J15,M10,M10
SHRECK,A14,B3,A12,G12,A1,F12,A1,A1,E14,A12,D4,E12,G11,C8,A9,D13,E12,A12,A3,A18,A10,A12,D9,G15,B5,D12,C3,E15,E13,A5,A12,A12,F13,A14,H12,A9,D9,D4,A15,A12,D11,B6,A12,A1,A12,C12,B10,H12,A20,A1,A1,A4,H12,A10,A1,A11,D14,B12,A10,A1,G12,C12,E12,D12,A4,B12,B12,E16,A1,D10,A1,C4,A1,D5,C8,A15,A3,D11,B12,B6,H15,E12,C4,B4,B16,D10,B5,B5,A10,E12,A1,B3,D9,C20,D14,C18,F12,B10,C9,A5
TRACTOR,D7,D8,D7,D8,E10,E10,D8,G12,G12,A12,D8,G10,C10,D5,D5,D10,D4,E8,G12,C12,D4,B6,D10,D8,C10,G12,G12,E12,D13,D6,C10,D8,D6,G15,D5,D5,D5,D10,D5,B4,D6,D9,E12,D9,G15,E8,D4,G12,D11,B12,D3,H11,D6,G12,G12,B4,D5,D6,H10,G6,J12,A14,D8,G10,A1,D8,E8,C12,D10,C8,E5,D9,B5,H10,D12,B10,D7,H8,D8,D5,D12,D6,D5,F8,D5,H8,G15,D5,B4,G11,D8,D6,C10,B3,C7,B5,D8,D11,H12,D7
SONIC,A1,B12,H15,D5,E12,E12,D19,E12,F15,B4,G14,H12,D7,E12,D8,B12,E12,E10,K15,A10,G12,H15,A1,E12,D10,E15,H12,A1,D15,E14,D8,D12,D19,E12,D6,H15,A12,E15,A1,A15,A12,A1,D12,E1,A1,D10,B12,D7,E15,E12,A1,D10,A12,E15,E12,E14,E12,D10,A1,D3,A12,E12,G14,E12,E12,A1,E10,A12,A14,A12,B15,A12,A1,F10,A18,A10,E17,A15,F12,F15,J15,E12,A14,E12,F12,E12,A1,F18,A1,G15,D15,F12,G15,D12,H15,D13,E4,E20,A10,A1
PIKACHU,H9,H15,H10,E12,H5,G10,E5,H10,H10,G10,F9,J12,H10,J10,H15,H12,D5,H10,G12,E15,D9,H12,H10,H12,H12,H10,F12,H7,J15,H12,H11,F8,E10,H10,J12,H12,G10,H12,E6,H15,G10,H15,G10,F5,I12,G12,G12,H12,E12,G12,I12,H11,H12,G10,J12,H15,E10,H10,J15,E5,G8,H12,G10,H11,H10,E10,F12,H12,H10,K12,F8,F12,G12,H10,E10,E12,G15,H11,G10,G10,H17,H10,H15,H12,G10,K12,H7,G15,D12,H12,H12,G10,E7,H10,H12,G12,E10,G15,G10,K9
HULK,M15,L12,B15,G14,G15,I12,L12,N12,G15,O15,O18,P22,L14,I15,N12,O15,G12,O10,H10,O14,P1,N18,O20,H14,N14,N12,O12,L12,N15,O15,O20,G15,I15,L15,O15,O13,N14,G15,O12,M12,L15,M15,O12,G14,O18,J15,N12,H15,O12,K15,L14,O12,M15,L12,G12,O12,G12,O15,M12,I15,P10,O18,P1,O12,O15,O12,G14,G15,O12,O18,N15,G12,D9,O12,O17,N12,J15,L12,O16,I17,O12,O15,L15,N12,A27,O18,L12,O12,G15,D10,D10,G12,O15,O15,D11,O12,I15,D14,G15,O12
